cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,intinc,eintexp,nim,elnatr,nonii,ifiduc,iserchg,igltrad,idothnii,nonix,esal,epremagg,IDEOTH,idpretx,iglsec,itax,ibefxtr,extra,NETINBM,NETIMIN,netinc,ntlnls,eqcdiv,eqcstkrx,noij
"34930","0","2694944","2695727","ALLIANCE BANK","Topeka","KS","66614","12/31/2021","5/18/2022","NM","3001 S.W. Wanamaker Rd.","NEW MILLENNIUM BANKSHARES INC","2","0","0","4","0","Shawnee","45820","Topeka, KS","9/3/1998","9/3/1998","2/20/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.alliancebankks.com","4898","459","4439","120","328","0","125","","203","3120","1719","266","1135","1527","0","384","1143","0","1143","0","1143","134","300","0","1143"
"12511","11730","21658","1126082","ALLIANCE BANK","Mondovi","WI","54755","12/31/2021","5/18/2022","NM","245 S. Eau Claire St.","GEBSCO INC","5","0","0","2","1","Buffalo","","","1/1/1900","1/1/1934","10/1/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.alliancebank.us","6939","880","6059","180","2000","7","147","0","1846","4633","2955","840","838","3246","71","266","3051","0","3051","0","3051","23","1685","0","2985.68"
"34566","0","2619714","3253629","ALLIANCE BANK","Cape Girardeau","MO","63701","12/31/2021","5/18/2022","NM","217 N. Kingshighway","ALLIANCE BANCSHARES INC","5","0","0","2","0","Cape Girardeau","16020","Cape Girardeau, MO-IL","10/23/1997","10/23/1997","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.alliancebanking.com","11967","886","11081","120","2532","0","176","","2356","8832","5613","976","2243","4661","-1","1069","3591","0","3591","0","3591","-6","0","0","3591.79"
"10973","12291","166652","1127146","ALLIANCE BANK","Lake City","MN","55041","12/31/2021","5/18/2022","NM","105 E. Lyon Ave.","ALLIANCE FINL SERVICES INC","6","0","0","4","0","Wabasha","40340","Rochester, MN","1/1/1867","1/1/1934","9/4/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.alliancebanks.com","27394","2461","24933","-297","5455","0","590","0","4865","17983","11640","2130","4213","12702","0","3747","8955","0","8955","0","8955","-101","4000","0","8955"
"57733","0","3276543","5216570","ALLIANCE BANK & TRUST COMPANY","Gastonia","NC","28054","12/31/2021","5/18/2022","NM","292 W. Main Ave","PBD HOLDINGS LLC","4","0","0","4","0","Gaston","16740","Charlotte-Concord-Gastonia, NC-SC","9/8/2004","9/8/2004","2/4/2019","Stock","0","0","FDIC","DIF","Atlanta","DALLAS","Charlotte","Richmond","Northeastern","Southeast","0","1","WWW.ALLIANCEBANKNC.COM","7877","440","7437","0","312","0","101","","211","5677","3251","368","2058","2072","30","484","1618","0","1618","0","1618","-63","160","0","1594.3"
"15657","0","601658","3615441","ALLIANCE BANK CENTRAL TEXAS","Woodway","TX","76712","12/31/2021","5/18/2022","NM","191 Archway Dr.","ABCT HOLDINGS INC","5","0","0","4","0","Mclennan","47380","Waco, TX","3/16/1939","3/20/1939","10/20/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","https://www.alliancebanktexas.com","17048","2026","15022","1376","1007","0","225","","782","10386","6095","1348","2943","4267","170","905","3532","0","3532","0","3532","-14","0","0","3396"
"9631","0","924937","1406971","ALLIANCE COMMUNITY BANK","Petersburg","IL","62675","12/31/2021","5/18/2022","NM","321 N 6th St","AC BCORP INC","5","0","0","2","1","Menard","44100","Springfield, IL","5/18/1910","1/1/1934","10/1/2021","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.bankacb.com","9112","787","8325","0","2876","174","289","","2413","7861","4115","498","3248","3340","53","47","3346","0","3346","0","3346","11","4960","0","3293.53"
"1946","11748","35057","2352253","ALLIANT BANK","Madison","MO","65263","12/31/2021","5/18/2022","NM","101 E. Broadway","NEMO BANCSHARES INC","5","0","0","2","1","Monroe","","","2/20/1888","1/1/1934","1/25/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.alliantbank.com","7867","572","7295","125","2306","0","367","0","1939","6770","3746","573","2451","2706","27","-37","2770","0","2770","0","2770","6","1856","0","2743"
"55130","0","2140348","3051580","ALLIED FIRST BANK,SB","Oswego","IL","60543","12/31/2021","5/18/2022","SB","3201 Orchard Rd","ALLIED FIRST BCORP INC","1","0","0","8","0","Kendall","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/3/1994","9/1/2001","4/27/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.alliedfirst.com","3934","596","3338","150","114025","0","53","","113972","109695","75927","1489","32279","7518","0","2119","5399","0","5399","0","5399","-32","0","0","5399"
"4051","0","146056","3176559","ALLNATIONS BANK","Calumet","OK","73014","12/31/2021","5/18/2022","SM","114 E. Main St.","ALLNATIONS BCORP INC","2","0","0","2","0","Canadian","36420","Oklahoma City, OK","1/1/1901","1/1/1934","7/11/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.anbok.com","1426","31","1395","24","105","0","24","","81","1825","986","112","727","-349","57","-83","-209","0","-209","0","-209","171","0","0","-254.03"
"57803","0","3284070","1562859","ALLY BANK","Sandy","UT","84070","12/31/2021","5/18/2022","SM","200 W. Civic Ctr. Dr.","ALLY FINANCIAL INC","1","0","0","6","0","Salt Lake","41620","Salt Lake City, UT","8/2/2004","8/2/2004","9/11/2017","Stock","0","1","FED","DIF","San Francisco","WASHINGTON","Salt Lake City","San Francisco","Western","West","0","0","www.ally.com","7284000","1267000","6017000","375000","2701000","0","7000","0","2694000","3596000","1445000","89000","2062000","4747000","65000","1116000","3696000","0","3696000","0","3696000","363000","3450000","0","3644650"
"58424","0","3633173","","ALMA BANK","Astoria","NY","11102","12/31/2021","5/18/2022","NM","28-31 31st St.","","12","0","1","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","9/12/2007","9/12/2007","7/6/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.almabank.com","47454","6311","41143","4100","1782","0","614","0","1168","31734","19570","4757","7407","7091","264","1678","5677","0","5677","0","5677","786","0","339","5468.44"
"23091","10415","260055","1061679","ALPINE BANK","Glenwood Springs","CO","81601","12/31/2021","5/18/2022","NM","2200 Grand Ave.","ALPINE BANKS OF COLORADO","44","0","0","4","0","Garfield","","","4/1/1980","4/1/1980","7/12/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.alpinebank.com","178683","1404","177279","5230","48535","4848","8526","0","35161","140741","78631","16705","45405","79843","-1173","14915","63755","0","63755","82","63673","-72","15200","0","64705.13"
"35377","0","2889227","","ALPINE CAPITAL BANK","New York","NY","10019","12/31/2021","5/18/2022","NM","680 5th Ave, 7th Fl.","","1","0","0","4","1","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","3/1/2000","3/1/2000","5/26/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","https://www.alpinecapitalbank.com","6647","164","6483","-4022","471","0","0","","471","3222","2822","672","-272","7754","16","789","6981","0","6981","0","6981","0","875","0","6966.6"
"19590","0","199436","1081510","ALTAMAHA BANK & TRUST COMPANY","Vidalia","GA","30474","12/31/2021","5/18/2022","NM","206 Jackson St","ALTAMAHA BANCSHARES INC","4","0","0","4","1","Toombs","","","5/16/1966","5/19/1966","9/27/2021","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","http://www.altamaha.bank","9559","503","9056","480","1572","0","525","","1047","7146","3937","936","2273","3002","164","0","3166","0","3166","0","3166","69","1618","0","3002"
"8276","0","881441","1491548","ALTON BANK","Alton","MO","65606","12/31/2021","5/18/2022","NM","28 Medical Dr.","ALTON BANCSHARES INC","3","0","0","2","1","Oregon","","","4/17/1924","1/1/1934","6/7/2021","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","www.altonbank.com","3847","648","3199","140","585","0","353","","232","2577","1375","403","799","1067","0","0","1067","0","1067","0","1067","80","354","0","1067"
"27711","153","777870","","ALTOONA FIRST SAVINGS BANK","Altoona","PA","16603","12/31/2021","5/18/2022","SB","203 N. Logan Blvd.","","5","0","0","4","0","Blair","11020","Altoona, PA","1/1/1927","3/31/1937","12/29/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","www.altoonabank.com","10352","1147","9205","733","1245","0","879","","366","6827","3320","655","2852","2890","0","731","2159","0","2159","0","2159","117","0","0","2159"
"9465","9767","246956","3822687","ALVA STATE BANK & TRUST COMPANY","Alva","OK","73717","12/31/2021","5/18/2022","NM","518 College Ave.","GRACE INV CO INC ESOP THE","5","0","1","2","1","Woods","","","9/10/1901","1/1/1934","6/27/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","WWW.ALVASTATEBANK.COM","15411","1605","13806","900","1882","0","175","","1707","7289","4113","404","2772","7499","31","141","7389","0","7389","0","7389","322","3760","0","7358.62"
"622","9297","661308","4400336","AMALGAMATED BANK","New York","NY","10001","12/31/2021","5/18/2022","NM","275 7th Ave","WORKERS UNITED","6","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","4/14/1923","1/1/1934","5/18/2018","Stock","0","1","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","http://AMALGAMATEDBANK.COM","180634","5811","174823","-287","27614","13811","8379","0","5424","132106","69756","16276","46074","70618","654","17787","53485","0","53485","0","53485","5436","10103","-3013","52968.34"
"903","10892","397531","1020676","AMALGAMATED BANK OF CHICAGO","Chicago","IL","60602","12/31/2021","5/18/2022","NM","30 N. Lasalle St.","AMALGAMATED INVESTMENTS CO","2","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/30/1922","1/1/1934","7/28/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.aboc.com","26323","750","25573","-216","16324","12359","2016","","1949","36148","18754","3252","14142","5965","33","1471","4527","0","4527","0","4527","622","600","0","4500.93"
"14531","10978","353555","1107205","AMARILLO NATIONAL BANK","Amarillo","TX","79101","12/31/2021","5/18/2022","N","410 S Taylor","AMARILLO NATIONAL BCORP INC","34","0","0","4","1","Potter","11100","Amarillo, TX","1/1/1892","1/1/1934","3/4/2019","Stock","0","1","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.anb.com","239674","15877","223797","11800","74913","18247","7934","0","48732","159281","91853","13743","53685","127629","111","-3895","131635","0","131635","0","131635","1317","51009","0","131524"
"28701","2179","206174","","AMBLER SAVINGS BANK","Ambler","PA","19002","12/31/2021","5/18/2022","SB","155 E Butler Ave","","9","0","0","5","0","Montgomery","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1899","9/17/1936","5/31/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.amblersav.com","15507","2286","13221","0","436","0","64","","372","8511","5087","948","2476","5146","0","1077","4069","0","4069","0","4069","-93","0","0","4069"
"6423","9315","9807","2611718","AMBOY BANK","Old Bridge","NJ","8857","12/31/2021","5/18/2022","SM","3590 Nj Hwy. 9 S.","AMBOY BCORP","24","0","0","4","1","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","5/12/1888","1/1/1934","1/4/2019","Stock","0","1","FED","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.amboybank.com","78662","5463","73199","0","25099","447","1235","0","23417","41056","20905","4995","15156","57242","-37","0","57205","0","57205","0","57205","-526","124160","0","57242"
"22953","14111","83638","1135972","AMERANT BANK, NATIONAL ASSOCIATION","Coral Gables","FL","33134","12/31/2021","5/18/2022","N","220 Alhambra Cir","AMERANT BCORP INC","25","0","1","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","9/17/1979","9/17/1979","4/1/2021","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","www.amerantbank.com","247836","36636","211200","-16500","117949","2755","16222","27","98945","192950","117585","24269","51096","152699","3678","36724","119653","0","119653","-2610","122263","24503","30000","2314","116747.38"
"27267","0","1169650","","AMERASIA BANK","Flushing","NY","11355","12/31/2021","5/18/2022","NM","41-06 Main St.","","7","0","1","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","6/20/1988","6/20/1988","4/1/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.amerasiabankny.com","34192","4651","29541","245","1709","0","1213","","496","12906","8109","2201","2596","18099","5","4871","13233","0","13233","0","13233","7","3143","0","13229.05"
"8893","0","440857","1064492","AMERICA'S COMMUNITY BANK","Blue Springs","MO","64015","12/31/2021","5/18/2022","NM","1100 W Main St","URICH BCORP INC","1","0","0","4","1","Jackson","28140","Kansas City, MO-KS","2/27/1888","1/1/1934","3/5/2021","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.amcommbank.com","1512","182","1330","30","71","0","6","","65","1018","575","110","333","353","0","0","353","0","353","0","353","3","170","0","353"
"20311","10556","630555","1121993","AMERICAN BANK","Bozeman","MT","59715","12/31/2021","5/18/2022","NM","1632 W. Main St.","GUARANTY DEVELOPMENT CO","6","0","0","4","1","Gallatin","","","7/27/1970","11/25/1970","9/13/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.americanbankmontana.com","20213","237","19976","0","1353","0","331","","1022","13991","8394","1949","3648","7338","0","0","7338","0","7338","0","7338","237","3520","0","7338"
"34422","15591","2580243","3008753","AMERICAN BANK","Allentown","PA","18104","12/31/2021","5/18/2022","SM","4029 W. Tilghman St.","AMERICAN BANK INC","1","0","0","4","0","Lehigh","10900","Allentown-Bethlehem-Easton, PA-NJ","6/2/1997","6/2/1997","7/15/2019","Stock","0","0","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.ambk.com","27348","5198","22150","521","2417","0","68","0","2349","10843","6198","1006","3639","13203","0","2691","10512","0","10512","0","10512","-5","4500","0","10512"
"1117","0","275358","1131406","AMERICAN BANK & TRUST","Wessington Sprin","SD","57382","12/31/2021","5/18/2022","NM","120 E. Main St.","LEACKCO BANK HOLDING CO INC","16","0","1","2","1","Jerauld","","","1/1/1892","1/1/1934","8/3/2020","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","www.abt.bank","45228","2782","42446","0","10951","914","661","","9376","28908","18370","2634","7904","24489","0","1313","23176","0","23176","0","23176","-199","14500","0","23176"
"19234","0","597452","1104615","AMERICAN BANK & TRUST COMPANY","Covington","LA","70433","12/31/2021","5/18/2022","NM","1819 N Columbia St","AMERICAN BANCSHARES INC","5","0","0","4","0","Saint Tammany","35380","New Orleans-Metairie, LA","9/14/1964","9/14/1964","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.americanbankandtrust.com","9858","657","9201","920","2093","0","417","","1676","8236","4832","934","2470","2138","0","402","1736","0","1736","0","1736","-13","0","2025","1736"
"17906","0","83834","1085349","AMERICAN BANK & TRUST COMPANY","Opelousas","LA","70570","12/31/2021","5/18/2022","NM","307 E Landry St","AMERICAN BCORP INC","8","0","0","4","1","Saint Landry","","","9/22/1958","9/22/1958","11/16/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","http://www.americanbankandtrust.net","7300","513","6787","0","964","0","234","","730","5637","3380","687","1570","2114","0","0","2114","0","2114","0","2114","49","1219","0","2114"
"35568","0","2919898","1119404","AMERICAN BANK & TRUST COMPANY, INC.","Bowling Green","KY","42103","12/31/2021","5/18/2022","NM","531 Lovers Ln","FIRST BRECKINRIDGE BANCSHARES","6","0","0","4","0","Warren","14540","Bowling Green, KY","7/5/2000","7/5/2000","8/1/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Louisville","St. louis","Central","Southeast","0","1","www.ambanking.com","18671","4213","14458","229","2719","0","228","0","2491","11426","6494","1579","3353","5522","22","1416","4128","0","4128","0","4128","137","1000","0","4110.62"
"20537","16110","452159","","AMERICAN BANK AND TRUST COMPANY","Tulsa","OK","74135","12/31/2021","5/18/2022","NM","6060 American Plaza","","2","0","0","4","0","Tulsa","46140","Tulsa, OK","11/5/1971","11/5/1971","8/1/2020","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.americanbanktulsa.com","10893","763","10130","0","1102","464","339","","299","5857","3832","607","1418","5375","6","1317","4064","0","4064","0","4064","-1","450","0","4059.26"
