cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnlsnet,lnatres,lnlsgr,lncontra,idlnls,lnre,lnredom,lnrecons,lnrenres,LNRENROW,LNRENROT,lnremult,lnreres,lnreag,lnrefor,lnag,lnci,lncinus,lncon,lncrcd,lnconrp,LNAUTO,lnconoth,lnotci,lnfg,lnmuni,idothlns,ls,lndepac,lncomre,lnrenus,LNPLEDGE,rslnltot,rslnls,LNRECNFM,LNRECNOT,RB2LNRES,lnlsgrf
"13080","0","585235","1201989","ALGONQUIN STATE BANK","Algonquin","IL","60102","12/31/2021","5/18/2022","NM","2400 Huntington Dr. N.","FIRST ALGONQUIN CO","4","0","0","8","1","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/3/1902","1/1/1934","11/27/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.algonquinstatebank.com","82453","638","83091","0","83091","39174","39174","4856","7467","3491","3976","9562","17289","0","","0","6654","","37263","0","36899","5","359","0","","0","0","0","0","0","","12712","162","0","2821","2035","0",""
"20093","16002","25357","","ALL AMERICA BANK","Oklahoma City","OK","73128","12/31/2021","5/18/2022","NM","200 S. Rockwell Ave.","","7","0","0","2","1","Oklahoma","36420","Oklahoma City, OK","12/22/1969","12/22/1969","6/28/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","https://www.allamerica.bank","382756","5901","388657","0","388657","277312","277312","29685","92504","4726","87778","16715","85181","53227","","63444","32186","","12053","0","0","4956","7097","3662","","2883","779","0","0","0","","80469","0","0","9527","20158","4848",""
"58629","0","3579589","3744239","ALLEGIANCE BANK","Houston","TX","77040","12/31/2021","5/18/2022","NM","8727 W. Sam Houston Pkwy. N.","ALLEGIANCE BANCSHARES INC","27","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","10/15/2007","10/15/2007","2/2/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.allegiancebank.com","4172546","47940","4220486","7144","4227630","3346718","3346718","557026","1989032","1144015","845017","77148","685071","38441","","821","799679","80","34239","0","2780","2731","28728","46173","","0","46173","0","0","93773","0","2601640","7579","6528","117901","439125","53238",""
"197","9807","493741","1138405","ALLIANCE BANK","Francesville","IN","47946","12/31/2021","5/18/2022","NM","101 W. Montgomery St.","ALLIANCE BCORP","7","0","0","2","1","Pulaski","","","7/3/1930","1/1/1934","8/17/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.myalliancebank.com","165504","3970","169474","0","169474","99246","99246","1803","47877","24660","23217","1188","16523","31855","","40741","25910","","1201","0","80","806","315","2376","","2191","0","185","0","0","","13630","1315","1258","340","1463","3182",""
"11569","10383","176464","2127068","ALLIANCE BANK","Sulphur Springs","TX","75482","12/31/2021","5/18/2022","NM","100 Jefferson St W","ALLIANCE BANCSHARES INC","17","0","0","4","1","Hopkins","","","6/16/1927","1/1/1934","4/22/2020","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","alliancebank.com","641919","8915","650834","0","650834","477616","477616","85776","209456","80274","129182","4707","145987","31690","","9267","71128","","10877","0","190","3617","7070","81946","","59802","22144","0","0","0","","530563","1923","1853","43639","42137","8915",""
"34930","0","2694944","2695727","ALLIANCE BANK","Topeka","KS","66614","12/31/2021","5/18/2022","NM","3001 S.W. Wanamaker Rd.","NEW MILLENNIUM BANKSHARES INC","2","0","0","4","0","Shawnee","45820","Topeka, KS","9/3/1998","9/3/1998","2/20/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.alliancebankks.com","82237","1463","83700","0","83700","56643","56643","3929","19653","6258","13395","4848","27091","1122","","195","24073","","2767","0","342","1717","708","22","","0","22","0","0","1958","","17575","635","0","3381","548","0",""
"12511","11730","21658","1126082","ALLIANCE BANK","Mondovi","WI","54755","12/31/2021","5/18/2022","NM","245 S. Eau Claire St.","GEBSCO INC","5","0","0","2","1","Buffalo","","","1/1/1900","1/1/1934","10/1/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.alliancebank.us","112380","2296","114676","0","114676","97689","97689","1596","20920","908","20012","0","31838","43335","","7463","3277","","4885","39","40","2668","2138","1362","","1217","145","0","0","0","","51424","353","353","865","731","0",""
"34566","0","2619714","3253629","ALLIANCE BANK","Cape Girardeau","MO","63701","12/31/2021","5/18/2022","NM","217 N. Kingshighway","ALLIANCE BANCSHARES INC","5","0","0","2","0","Cape Girardeau","16020","Cape Girardeau, MO-IL","10/23/1997","10/23/1997","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.alliancebanking.com","252221","3920","256141","0","256141","201383","201383","17940","67221","56789","10432","6749","63936","45537","","24394","23493","","6461","0","0","4575","1886","410","","395","15","0","0","0","","135296","0","0","8642","9298","0",""
"10973","12291","166652","1127146","ALLIANCE BANK","Lake City","MN","55041","12/31/2021","5/18/2022","NM","105 E. Lyon Ave.","ALLIANCE FINL SERVICES INC","6","0","0","4","0","Wabasha","40340","Rochester, MN","1/1/1867","1/1/1934","9/4/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.alliancebanks.com","498872","10044","508916","114","509030","360028","360028","34937","178966","56482","122484","46457","41373","58295","","36362","104261","0","5438","0","802","1280","3356","2941","","669","2272","0","0","0","0","275702","396","396","4944","29993","7613",""
"57733","0","3276543","5216570","ALLIANCE BANK & TRUST COMPANY","Gastonia","NC","28054","12/31/2021","5/18/2022","NM","292 W. Main Ave","PBD HOLDINGS LLC","4","0","0","4","0","Gaston","16740","Charlotte-Concord-Gastonia, NC-SC","9/8/2004","9/8/2004","2/4/2019","Stock","0","0","FDIC","DIF","Atlanta","DALLAS","Charlotte","Richmond","Northeastern","Southeast","0","1","WWW.ALLIANCEBANKNC.COM","148302","1702","150004","0","150004","121339","121339","4810","94284","73630","20654","10741","10922","582","","0","26655","","777","0","531","30","216","1233","","0","1233","0","0","2425","","11519","18","18","287","4523","1702",""
"15657","0","601658","3615441","ALLIANCE BANK CENTRAL TEXAS","Woodway","TX","76712","12/31/2021","5/18/2022","NM","191 Archway Dr.","ABCT HOLDINGS INC","5","0","0","4","0","Mclennan","47380","Waco, TX","3/16/1939","3/20/1939","10/20/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","https://www.alliancebanktexas.com","345630","4276","349906","85","349991","280555","280555","39514","117432","38660","78772","16738","102631","4240","","2376","59012","","8032","0","0","4761","3271","16","","0","16","0","0","0","","143208","48","10","14116","25398","4276",""
"9631","0","924937","1406971","ALLIANCE COMMUNITY BANK","Petersburg","IL","62675","12/31/2021","5/18/2022","NM","321 N 6th St","AC BCORP INC","5","0","0","2","1","Menard","44100","Springfield, IL","5/18/1910","1/1/1934","10/1/2021","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.bankacb.com","171192","1295","172487","0","172487","112547","112547","4635","18820","11424","7396","411","41849","46832","","27333","13114","","18502","331","78","12404","5689","991","","895","28","68","0","0","","66822","610","198","4307","328","1295",""
"1946","11748","35057","2352253","ALLIANT BANK","Madison","MO","65263","12/31/2021","5/18/2022","NM","101 E. Broadway","NEMO BANCSHARES INC","5","0","0","2","1","Monroe","","","2/20/1888","1/1/1934","1/25/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.alliantbank.com","142011","1962","143973","7","143980","128059","128059","5555","33487","25592","7895","4113","54036","30868","","7839","6335","","1222","0","7","509","706","525","","0","525","0","0","578","","67258","0","0","3634","1921","1582",""
"55130","0","2140348","3051580","ALLIED FIRST BANK,SB","Oswego","IL","60543","12/31/2021","5/18/2022","SB","3201 Orchard Rd","ALLIED FIRST BCORP INC","1","0","0","8","0","Kendall","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/3/1994","9/1/2001","4/27/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.alliedfirst.com","68469","1296","69765","0","69765","58628","58628","0","7942","3426","4516","0","50686","0","","0","9374","","1762","0","0","1154","608","0","","0","0","0","0","0","","49270","2018","962","0","0","0",""
"4051","0","146056","3176559","ALLNATIONS BANK","Calumet","OK","73014","12/31/2021","5/18/2022","SM","114 E. Main St.","ALLNATIONS BCORP INC","2","0","0","2","0","Canadian","36420","Oklahoma City, OK","1/1/1901","1/1/1934","7/11/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.anbok.com","23626","589","24215","0","24215","14891","14891","176","1764","1581","183","0","786","12165","","6880","1953","","458","0","0","288","170","33","","0","33","0","0","0","","4844","0","0","176","0","0",""
"57803","0","3284070","1562859","ALLY BANK","Sandy","UT","84070","12/31/2021","5/18/2022","SM","200 W. Civic Ctr. Dr.","ALLY FINANCIAL INC","1","0","0","6","0","Salt Lake","41620","Salt Lake City, UT","8/2/2004","8/2/2004","9/11/2017","Stock","0","1","FED","DIF","San Francisco","WASHINGTON","Salt Lake City","San Francisco","Western","West","0","0","www.ally.com","119109000","3293000","122402000","0","122402000","23003000","23003000","201000","4643000","3628000","1015000","68000","18091000","0","0","0","24682000","108000","71212000","953000","0","69250000","1009000","3505000","0","154000","2965000","386000","0","4000","0","27420000","1479000","1412000","0","201000","1742000","0"
"58424","0","3633173","","ALMA BANK","Astoria","NY","11102","12/31/2021","5/18/2022","NM","28-31 31st St.","","12","0","1","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","9/12/2007","9/12/2007","7/6/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.almabank.com","1061607","18149","1079756","2296","1082052","929133","929133","30928","657635","291860","365775","206099","34471","0","","0","148467","0","450","0","121","0","329","4002","","0","4002","0","0","7796","0","317018","44705","44705","0","30928","12806",""
"23091","10415","260055","1061679","ALPINE BANK","Glenwood Springs","CO","81601","12/31/2021","5/18/2022","NM","2200 Grand Ave.","ALPINE BANKS OF COLORADO","44","0","0","4","0","Garfield","","","4/1/1980","4/1/1980","7/12/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.alpinebank.com","3356490","42213","3398703","9631","3408334","3038818","3038818","428842","1032396","415178","617218","94577","1443351","39652","","50","237175","0","36040","4704","5376","14971","10989","96251","","78119","12059","6073","0","1131","0","576543","3530","2760","178083","250759","42213",""
"35377","0","2889227","","ALPINE CAPITAL BANK","New York","NY","10019","12/31/2021","5/18/2022","NM","680 5th Ave, 7th Fl.","","1","0","0","4","1","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","3/1/2000","3/1/2000","5/26/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","https://www.alpinecapitalbank.com","104391","1180","105571","0","105571","88166","88166","65787","13743","8391","5352","3472","5164","0","","0","7024","","4254","0","75","0","4179","6127","","0","6127","0","0","0","","0","0","0","18471","47316","1500",""
"19590","0","199436","1081510","ALTAMAHA BANK & TRUST COMPANY","Vidalia","GA","30474","12/31/2021","5/18/2022","NM","206 Jackson St","ALTAMAHA BANCSHARES INC","4","0","0","4","1","Toombs","","","5/16/1966","5/19/1966","9/27/2021","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","http://www.altamaha.bank","160459","2414","162873","0","162873","114655","114655","4307","50083","35083","15000","2947","32830","24488","","2496","36002","","7451","0","0","2548","4903","2269","","2269","0","0","0","1787","","5433","997","176","1794","2513","2224",""
"8276","0","881441","1491548","ALTON BANK","Alton","MO","65606","12/31/2021","5/18/2022","NM","28 Medical Dr.","ALTON BANCSHARES INC","3","0","0","2","1","Oregon","","","4/17/1924","1/1/1934","6/7/2021","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","www.altonbank.com","49676","611","50287","0","50287","34583","34583","144","10135","128","10007","0","13428","10876","","5356","4459","","5562","0","0","1888","3674","327","","0","38","289","0","0","","0","0","0","144","0","611",""
"27711","153","777870","","ALTOONA FIRST SAVINGS BANK","Altoona","PA","16603","12/31/2021","5/18/2022","SB","203 N. Logan Blvd.","","5","0","0","4","0","Blair","11020","Altoona, PA","1/1/1927","3/31/1937","12/29/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","www.altoonabank.com","176840","1737","178577","0","178577","157302","157302","8367","66389","44413","21976","15621","66925","0","","0","12555","","8720","0","580","79","8061","0","","0","0","0","0","0","","0","292","0","271","8096","0",""
"9465","9767","246956","3822687","ALVA STATE BANK & TRUST COMPANY","Alva","OK","73717","12/31/2021","5/18/2022","NM","518 College Ave.","GRACE INV CO INC ESOP THE","5","0","1","2","1","Woods","","","9/10/1901","1/1/1934","6/27/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","WWW.ALVASTATEBANK.COM","248952","6089","255041","2","255043","120076","120076","93","59151","5137","54014","223","7901","52708","","94960","36251","","3719","0","0","2615","1104","37","","0","37","0","0","0","","16104","7241","7241","0","93","4080",""
"622","9297","661308","4400336","AMALGAMATED BANK","New York","NY","10001","12/31/2021","5/18/2022","NM","275 7th Ave","WORKERS UNITED","6","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","4/14/1923","1/1/1934","5/18/2018","Stock","0","1","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","http://AMALGAMATEDBANK.COM","3281114","35866","3316980","0","3316980","2294511","2294511","29473","370601","42456","328145","822317","1070055","2065","","1250","720864","0","291843","0","477","0","291366","8512","","0","8512","0","0","21923","0","1033781","24997","11528","0","29473","37338",""
"903","10892","397531","1020676","AMALGAMATED BANK OF CHICAGO","Chicago","IL","60602","12/31/2021","5/18/2022","NM","30 N. Lasalle St.","AMALGAMATED INVESTMENTS CO","2","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/30/1922","1/1/1934","7/28/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.aboc.com","518798","6847","525645","856","526501","508791","508791","46013","234234","90745","143489","176264","51673","607","","0","16313","","36","0","18","0","18","1361","","0","1361","0","0","0","","161471","0","0","0","46013","6847",""
"14531","10978","353555","1107205","AMARILLO NATIONAL BANK","Amarillo","TX","79101","12/31/2021","5/18/2022","N","410 S Taylor","AMARILLO NATIONAL BCORP INC","34","0","0","4","1","Potter","11100","Amarillo, TX","1/1/1892","1/1/1934","3/4/2019","Stock","0","1","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.anb.com","5533733","69198","5602931","0","5602931","1699553","1699553","265680","915822","519957","395865","32779","321404","163868","","593468","2080217","0","989797","6345","1123","629239","353090","239896","","0","224077","15819","0","37238","0","5602931","4632","2334","42775","222905","72198",""
"28701","2179","206174","","AMBLER SAVINGS BANK","Ambler","PA","19002","12/31/2021","5/18/2022","SB","155 E Butler Ave","","9","0","0","5","0","Montgomery","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1899","9/17/1936","5/31/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.amblersav.com","287357","2744","290101","0","290101","279171","279171","15910","57982","24849","33133","6505","198579","195","","0","10891","","32","0","0","0","32","7","","0","7","0","0","604","","283263","445","0","3841","12069","2744",""
