 CUSIP              CALLTYPE             STARTDT          ENDDT            NEXTCALL         DATE     F  SIMPNDX FORMULA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
 3130AS2F5          OPR                  20230523         20230523         20230523         ONCE     B        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS2G3          OPR                  20220812         20260512         20221112         COUP     Q        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS2H1          OPR                  20220812         20270512         20221112         COUP     Q        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS2J7          OPR                  20220812         20250512         20221112         COUP     Q        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS2K4          OPR                  20220826         20270826         20220826         FLEX     Q        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS2L2          OPR                  20230524         20230524         20230524         ONCE     B        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS2M0          OPR                  20230524         20230524         20230524         ONCE     B        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS2N8          OPR                  20221125         20250825         20221125         FLEX     Q        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS2P3          OPR                  20230526         20230526         20230526         ONCE     B        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS2Q1          OPR                  20230523         20230523         20230523         ONCE     B        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS2R9          OPR                  20221125         20241125         20221125         CONT     D        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS2S7          OPR                  20230516         20420516         20230516         CONT     D        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS2T5          OPR                  20230525         20340525         20230525         CONT     D        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS2V0          OPR                  20220823         20250523         20221123         FLEX     Q        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS2W8          OPR                  20221115         20221115         20221115         ONCE     B        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS2Z1          OPR                  20230523         20230523         20230523         ONCE     B        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS3A5          OPR                  20230524         20230524         20230524         ONCE     B        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS3D9          OPR                  20221125         20221125         20221125         ONCE     B        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS3F4          OPR                  20220826         20270526         20220826         FLEX     Q        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS3H0          OPR                  20230526         20230526         20230526         ONCE     B        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS3J6          OPR                  20230524         20230524         20230524         ONCE     B        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS3K3          OPR                  20230526         20270526         20230526         FLEX     Q        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS3L1          OPR                  20221123         20250523         20221123         CONT     D        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS3M9          OPR                  20221118         20260518         20221118         CONT     D        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS3N7          OPR                  20221125         20270525         20221125         CONT     D        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS3P2          OPR                  20220826         20370526         20220826         CONT     D        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS3Q0          OPR                  20230525         20290525         20230525         CONT     D        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS3R8          OPR                  20230526         20260226         20230526         FLEX     Q        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS3S6          OPR                  20230523         20230523         20230523         ONCE     B        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS3U1          OPR                  20220826         20240826         20220826         FLEX     Q        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS3V9          OPR                  20220825         20230525         20221125         COUP     Q        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS3W7          OPR                  20230524         20230524         20230524         ONCE     B        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS3X5          OPR                  20221118         20260518         20221118         FLEX     Q        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS3Y3          OPR                  20230523         20250523         20230523         FLEX     Q        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS3Z0          OPR                  20230526         20230526         20230526         ONCE     B        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS4A4          OPR                  20230523         20230523         20230523         ONCE     B        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS4B2          OPR                  20230526         20230526         20230526         ONCE     B        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS4C0          OPR                  20230524         20230524         20230524         ONCE     B        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS4D8          OPR                  20230523         20230523         20230523         ONCE     B        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS4E6          OPR                  20230526         20270526         20230526         FLEX     Q        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS4F3          OPR                  20220624         20270524         20220924         FLEX     M        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS4G1          OPR                  20221118         20230609         20221118         FLEX     Q        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS4H9          OPR                  20220826         20230526         20220826         FLEX     Q        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS4J5          OPR                  20240528         20240528         20240528         ONCE     B        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS4K2          OPR                  20230526         20370526         20230526         CONT     D        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS4L0          OPR                  20221125         20330525         20221125         CONT     D        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS4M8          OPR                  20220826         20241126         20220826         FLEX     Q        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS4P1          OPR                  20230526         20260526         20230526         FLEX     A        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS4Q9          OPR                  20220815         20230215         20221115         FLEX     Q        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS4R7          OPR                  20220823         20250523         20221123         FLEX     Q        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS4S5          OPR                  20220823         20230523         20221123         FLEX     Q        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS4T3          OPR                  20220825         20230612         20221125         FLEX     Q        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS4V8          OPR                  20220909         20220909         20220909         ONCE     B        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS4W6          OPR                  20221209         20221209         20221209         ONCE     B        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS4Z9          OPR                  20221208         20221208         20221208         ONCE     B        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS5A3          OPR                  20221125         20251125         20221125         FLEX     Q        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS5B1          OPR                  20221109         20221109         20221109         ONCE     B        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS5C9          OPR                  20221202         20370602         20221202         CONT     D        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS5D7          OPR                  20221116         20221116         20221116         ONCE     B        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS5E5          OPR                  20230523         20250523         20230523         FLEX     Q        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS5F2          OPR                  20221208         20221208         20221208         ONCE     B        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS5G0          OPR                  20230524         20230524         20230524         ONCE     B        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS5H8          OPR                  20221125         20241125         20221125         FLEX     Q        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS5J4          OPR                  20230526         20270526         20230526         CONT     D        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS5K1          OPR                  20230525         20290525         20230525         CONT     D        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS5L9          OPR                  20230613         20230613         20230613         ONCE     B        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS5M7          OPR                  20230526         20320526         20230526         CONT     D        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS5N5          OPR                  20220826         20370526         20220826         CONT     D        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS5Q8          OPR                  20230613         20230613         20230613         ONCE     B        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS5R6          OPR                  20221214         20230714         20221214         COUP     Q        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS5S4          OPR                  20220901         20230601         20220901         COUP     Q        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS5T2          OPR                  20230613         20230613         20230613         ONCE     B        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
 3130AS5U9          OPR                  20230523         20250523         20230523         FLEX     Q        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
