cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,IDdepsam,IDdepsmb,DEPSMRA,DEPSMRN,NTRCDSMJ,IDdeplam,IDdeplgb,DEPLGRA,DEPLGRN,TRNNIA,TRNNIN,NTRTMLGJ
"15590","9299","831941","1119105","TAYLOR COUNTY BANK","Campbellsville","KY","42718","12/31/2021","5/18/2022","NM","Broadway &lebanon Ave.","TAYLOR COUNTY BANCSHARES INC","4","0","0","4","1","Taylor","","","9/1/1937","4/6/1938","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Louisville","St. louis","Central","Southeast","0","1","WWW.TAYLORCOUNTYBANK.COM","116471","10238","6931","279","28336","66503","96","1204","3","","","6205"
"32348","8170","258379","","TAYLORSVILLE SAVINGS BANK, SSB","Taylorsville","NC","28681","12/31/2021","5/18/2022","SB","107 Main Ave. Dr","","3","0","0","8","0","Alexander","25860","Hickory-Lenoir-Morganton, NC","4/1/1921","6/26/1985","12/12/2008","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","www.taylorsvillesavings.com","87330","5349","8588","446","39666","23000","40","0","0","","","7867"
"23498","11362","766164","3233126","TBK BANK, SSB","Dallas","TX","75251","12/31/2021","5/18/2022","SB","12700 Park Central Drive, #","TRIUMPH BCORP INC","66","0","1","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","7/15/1981","7/15/1981","9/8/2018","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","0","www.tbkbank.com","2154022","122010","319164","3632","559234","2225924","2111","5368","16","","","97507"
"29331","3293","67870","5587421","TC FEDERAL BANK","Thomasville","GA","31792","12/31/2021","5/18/2022","SA","131 S Dawson St","TC BANCSHARES INC","2","0","1","4","0","Thomas","","","1/1/1934","1/28/1935","7/20/2021","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.tcfederal.com","173096","8473","18144","533","64697","116116","174","2071","6","","","7833"
"34535","0","2687487","","TCM BANK, NATIONAL ASSOCIATION","Tampa","FL","33607","12/31/2021","5/18/2022","N","3501 E. Frontage Rd.","","1","0","0","3","0","Hillsborough","45300","Tampa-St. Petersburg-Clearwater, FL","5/18/1998","5/18/1998","2/24/2020","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","0","http://www.icbabancard.org","68676","509","0","0","77674","167454","30","0","0","","","158456"
"33947","0","2121196","1238565","TD BANK USA, NATIONAL ASSOCIATION","Wilmington","DE","19808","12/31/2021","5/18/2022","N","2035 Limestone Rd.","TORONTO-DOMINION BANK THE","1","0","0","9","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10/13/1994","10/13/1994","3/13/2013","Stock","0","0","OCC","DIF","New York","WASHINGTON","Claymont","Philadelphia","Northeastern","Northeast","0","0","www.td.com/us/en/personal-banking/","13108489","1790417","10620759","588132","0","1779781","4107","44726","102","","","0"
"18409","8115","497404","1238565","TD BANK, NATIONAL ASSOCIATION","Wilmington","DE","19808","12/31/2021","5/18/2022","N","2035 Limestone Rd.","TORONTO-DOMINION BANK THE","1158","1","1","9","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1852","7/1/1961","9/18/2017","Stock","0","1","OCC","DIF","New York","WASHINGTON","Claymont","Philadelphia","Northeastern","Northeast","0","0","www.td.com/us/en/personal-banking/","171180887","16031824","59685854","4889861","2914169","139759124","127523","180878","387","","","1290414"
"30395","5275","389376","","TECUMSEH FEDERAL BANK","Tecumseh","NE","68450","12/31/2021","5/18/2022","SA","160 N 4th St.","","1","0","0","8","0","Johnson","","","1/1/1904","1/2/1958","7/21/2011","Non-Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","www.tecfedbank.com","33195","2134","2203","93","16733","5547","12","263","1","","","2355"
"18216","0","857455","3951998","TEJAS BANK","Monahans","TX","79756","12/31/2021","5/18/2022","NM","1405 S. Stockton Ave.","SANDHILLS BANCSHARES INC","1","0","0","4","1","Ward","","","5/9/1960","5/9/1960","1/16/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.mytejasbank.com","52061","3722","579","17","7242","128089","109","0","0","","","4782"
"969","0","366247","","TEMPLETON SAVINGS BANK","Templeton","IA","51463","12/31/2021","5/18/2022","SM","103 S Main St","","2","0","0","2","0","Carroll","","","1/1/1923","1/1/1934","12/31/2008","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","http://www.templetonsavingsbank.com","85831","5501","2890","263","25820","41305","74","269","1","","","6005"
"30615","5636","415770","4585916","TEMPO BANK, A FEDERAL SAVINGS BANK","Trenton","IL","62293","12/31/2021","5/18/2022","SA","28 W Broadway","SUGAR CREEK FINANCIAL CORP","2","0","0","5","0","Clinton","41180","St. Louis, MO-IL","1/1/1889","10/27/1953","8/1/2021","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.tempobank.com","59610","3520","4966","155","25146","10587","26","698","2","","","2956"
"20720","11594","479839","1142242","TENNESSEE STATE BANK","Pigeon Forge","TN","37863","12/31/2021","5/18/2022","SM","2210 Pkwy.","TENNESSEE STATE BANCSHARES INC","16","0","0","4","1","Sevier","","","6/19/1972","6/19/1972","5/31/2017","Stock","0","0","FED","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","www.tnstatebank.com","550927","44224","22255","810","111315","318767","492","2734","7","","","13284"
"8533","12224","134455","1109487","TENSAS STATE BANK","Newellton","LA","71357","12/31/2021","5/18/2022","NM","307 Verona St.","TENSAS BANCSHARES INC","4","0","0","2","1","Tensas","","","1/1/1922","1/1/1934","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","http://www.tensas.com","81406","4599","4557","137","29096","63726","100","307","1","","","10693"
"26442","0","238737","","TERRABANK, NATIONAL ASSOCIATION","Miami","FL","33145","12/31/2021","5/18/2022","N","3191 Coral Way","","3","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","11/21/1985","11/21/1985","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","www.terrabank.com","215439","6574","2830","95","48559","360965","456","529","2","","","40507"
"17736","10938","697147","2861773","TERRE HAUTE SAVINGS BANK","Terre Haute","IN","47807","12/31/2021","5/18/2022","SB","533 Ohio St.","TERRE HAUTE SAVINGS MHC INC","8","0","0","8","0","Vigo","45460","Terre Haute, IN","12/1/1869","3/28/1957","5/1/2015","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","http://www.thsb.com","203035","19445","11138","589","45188","179847","162","2181","5","","","16394"
"30836","5991","564977","3954681","TERRITORIAL SAVINGS BANK","Honolulu","HI","96813","12/31/2021","5/18/2022","SM","1000 Bishop St.","TERRITORIAL BCORP INC","30","0","0","5","0","Honolulu","46520","Urban Honolulu, HI","1/1/1921","7/2/1956","10/19/2017","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","WWW.TSBHAWAII.BANK","1065643","53524","28608","1551","115698","623625","1059","3353","9","","","109357"
"11708","0","134848","1928615","TEUTOPOLIS STATE BANK","Teutopolis","IL","62467","12/31/2021","5/18/2022","SM","106 E Main St","TEUTOPOLIS HOLDING CO","3","0","0","8","0","Effingham","","","1/1/1905","1/1/1934","8/1/2021","Stock","0","0","FED","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","http://www.teutopolisstatebank.com","189751","13707","10948","680","41587","72487","133","411","1","","","4836"
"58671","18051","3640359","4260129","TEXAN BANK, NATIONAL ASSOCIATION","Houston","TX","77034","12/31/2021","5/18/2022","N","12941 Gulf Fwy, # 100","FRIENDSWOOD CAPITAL CORP","5","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","12/10/2007","12/10/2007","10/31/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","179361","3820","11617","216","99581","193179","305","1931","7","","","22030"
"3302","0","809650","1104071","TEXANA BANK, NATIONAL ASSOCIATION","Linden","TX","75563","12/31/2021","5/18/2022","N","E Rush St.","LINDEN BANCSHARES INC","6","0","1","4","0","Cass","","","1/1/1914","1/1/1934","3/31/2009","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.texanabank.com","94843","5963","2840","98","36270","121663","157","376","1","","","10298"
"58450","0","3485215","","TEXAS ADVANTAGE COMMUNITY BANK, NATIONAL ASSOCIATION","Alvin","TX","77511","12/31/2021","5/18/2022","N","1701 Fairway Plaza, # 18","","2","0","0","4","0","Brazoria","26420","Houston-The Woodlands-Sugar Land, TX","12/18/2006","12/18/2006","7/9/2007","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.TexasAdvantageCommunityBank.com","64166","2450","2906","64","25388","78428","91","522","2","","","4931"
"21074","0","414764","3385511","TEXAS BANK","Henderson","TX","75652","12/31/2021","5/18/2022","NM","1120 Hwy. 79 N.","HENDERSON TEXAS BANCSHARES INC","12","0","0","4","1","Rusk","30980","Longview, TX","5/5/1973","5/5/1973","9/9/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.texasbnk.com","334056","23240","11554","418","104113","240506","343","1372","4","","","48278"
"19559","11460","232856","","TEXAS BANK","Brownwood","TX","76801","12/31/2021","5/18/2022","NM","400 Fisk St.","","10","0","0","4","1","Brown","","","3/7/1966","3/7/1966","11/30/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.texasbank.com","343776","31388","7230","331","44106","283631","371","939","3","","","25513"
"17842","11402","949154","1138423","TEXAS BANK AND TRUST COMPANY","Longview","TX","75601","12/31/2021","5/18/2022","NM","300 E. Whaley St.","OVERTON FINANCIAL CORP","22","0","0","4","0","Gregg","30980","Longview, TX","3/4/1958","3/4/1958","4/23/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.texasbankandtrust.com","1332814","80886","35110","1309","230047","2073206","2134","7946","18","","","159827"
"26967","0","297257","4126225","TEXAS BANK FINANCIAL","Weatherford","TX","76086","12/31/2021","5/18/2022","NM","901 Santa Fe Dr.","TEXAS BANC FINANCIAL CORP","4","0","0","5","1","Parker","19100","Dallas-Fort Worth-Arlington, TX","6/11/1987","6/11/1987","7/29/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","161828","7308","7191","131","91003","496996","262","2334","7","","","130771"
"57922","0","3297490","3345234","TEXAS BRAND BANK","Dallas","TX","75204","12/31/2021","5/18/2022","NM","4161 Mckinney Ave. Suite 101","TEXAS BRAND BANCSHARES INC","4","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","3/4/2005","3/4/2005","11/12/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.texasbrandbank.com","107258","2336","5616","95","58480","192989","222","1043","3","","","27112"
"34383","0","2618780","2706735","TEXAS CAPITAL BANK","Dallas","TX","75201","12/31/2021","5/18/2022","NM","2000 Mckinney Ave, # 700","TEXAS CAPITAL BANCSHARES INC","11","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","10/3/1997","10/3/1997","9/14/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","0","www.texascapitalbank.com","4103523","27664","2077","72","1012675","24501894","6127","264","1","","","186031"
"11159","0","579364","2314260","TEXAS CHAMPION BANK","Corpus Christi","TX","78413","12/31/2021","5/18/2022","NM","6124 S. Staples St","MESQUITE FINL SERVICES INC","11","0","0","4","0","Nueces","18580","Corpus Christi, TX","8/12/1912","1/1/1934","4/1/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","http://www.texaschampionbank.com","132452","9300","2189","115","25691","143491","198","0","0","","","4541"
"58319","0","3440830","4895606","TEXAS CITIZENS BANK, NATIONAL ASSOCIATION","Pasadena","TX","77505","12/31/2021","5/18/2022","N","4949 Fairmont Pkwy.","TEXAS CITIZENS BCORP INC","6","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","5/3/2006","5/3/2006","6/16/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","187557","6784","5236","145","34356","289092","395","966","3","","","15282"
"24563","0","528960","3211012","TEXAS COMMUNITY BANK","Laredo","TX","78041","12/31/2021","5/18/2022","SM","6721 Mcpherson Rd.","VISION BANCSHARES INC","11","0","0","4","0","Webb","29700","Laredo, TX","6/20/1983","6/20/1983","12/21/2013","Stock","0","0","FED","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","http://www.tx-communitybank.com","512610","30845","520","21","134241","1275554","1230","0","0","","","223030"
"20099","0","822556","","TEXAS EXCHANGE BANK, SSB","Crowley","TX","76036","12/31/2021","5/18/2022","SB","109 N Crowley Rd.","","2","0","0","4","1","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","1/5/1970","1/5/1970","12/17/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","0","www.txexbank.com","1781045","2754","5395","112","1750514","57999","117","532","2","","","20008"
"26738","0","656658","1140967","TEXAS FINANCIAL BANK","Eden","TX","76837","12/31/2021","5/18/2022","NM","220 Jackson St.","EDEN FINANCIAL CORP","4","0","0","2","0","Concho","","","7/31/1986","7/31/1986","8/19/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.texasfinancialbank.com","45461","2758","255","16","6505","58074","80","0","0","","","7261"
"23799","0","473266","1103878","TEXAS FIRST BANK","Texas City","TX","77590","12/31/2021","5/18/2022","SM","3232 Palmer Hwy.","TEXAS IND BANCSHARES INC","27","0","0","4","1","Galveston","26420","Houston-The Woodlands-Sugar Land, TX","4/23/1982","4/23/1982","10/5/2019","Stock","0","0","FED","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","http://www.texasfirst.bank","808125","51436","17382","720","117654","1122551","1219","669","1","","","53026"
"3206","0","514655","1101726","TEXAS GULF BANK, NATIONAL ASSOCIATION","Houston","TX","77057","12/31/2021","5/18/2022","N","1626 S. Voss Rd.","TEXAS GULF BANCSHARES INC","9","0","0","4","1","Harris","26420","Houston-The Woodlands-Sugar Land, TX","7/13/1913","1/1/1934","6/15/2015","Stock","0","1","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.texasgulfbank.com","249419","12173","7489","267","39473","345904","439","2563","5","","","23904"
"11903","13317","702359","1105283","TEXAS HERITAGE BANK","Boerne","TX","78006","12/31/2021","5/18/2022","NM","1208 S. Main St.","SOUTHWESTERN BCORP INC","4","0","0","4","1","Kendall","41700","San Antonio-New Braunfels, TX","10/23/1931","1/1/1934","10/4/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.texasheritagebank.com","103776","5120","2640","65","14922","72442","135","1326","5","","","7953"
"3161","13546","824653","3220836","TEXAS HERITAGE NATIONAL BANK","Daingerfield","TX","75638","12/31/2021","5/18/2022","N","107 Webb St.","DAINGERFIELD HOLDING CO","4","0","0","4","1","Morris","","","1/1/1892","1/1/1934","4/1/2008","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.texashnb.com","184071","5971","5525","162","77809","124293","163","273","1","","","28955"
"34014","0","1435092","2299040","TEXAS NATIONAL BANK","Sweetwater","TX","79556","12/31/2021","5/18/2022","N","400 E. Broadway","MESA FINANCIAL CORP","2","0","0","2","1","Nolan","","","5/8/1995","5/8/1995","3/1/2014","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.texasnational.bank","79455","5083","3638","114","15506","70526","92","0","0","","","4295"
"3337","0","497954","3305434","TEXAS NATIONAL BANK","Mercedes","TX","78570","12/31/2021","5/18/2022","N","201 S. Texas","MNB VENTURES INC","8","0","0","4","0","Hidalgo","32580","McAllen-Edinburg-Mission, TX","11/26/1920","1/1/1934","6/15/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","http://texasnational.com","184044","13617","2849","110","56445","316503","336","267","1","","","61958"
"26181","0","739355","2716471","TEXAS NATIONAL BANK OF JACKSONVILLE","Jacksonville","TX","75766","12/31/2021","5/18/2022","N","300 Neches St","TEXAS NATIONAL BCORP","8","0","0","4","0","Cherokee","","","3/19/1985","3/19/1985","9/29/2021","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://WWW.Txnationalbank.COM","361227","14108","19148","395","224603","240835","431","1868","6","","","58123"
"58581","0","3548567","3593286","TEXAS PARTNERS BANK","San Antonio","TX","78213","12/31/2021","5/18/2022","NM","1900 Nw Loop 410","SOUTHWEST BANCSHARES INC","10","0","0","4","0","Bexar","41700","San Antonio-New Braunfels, TX","6/22/2007","6/22/2007","10/21/2020","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.texaspartners.bank","508552","11817","1671","50","28978","1376803","1236","588","2","","","72351"
"26906","0","380458","4076937","TEXAS REGIONAL BANK","Harlingen","TX","78552","12/31/2021","5/18/2022","SM","6770 W. I-2","TEXAS STATE BANKSHARES INC","22","0","0","4","0","Cameron","15180","Brownsville-Harlingen, TX","3/5/1987","3/5/1987","8/5/2019","Stock","0","1","FED","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","0","WWW.TEXASREGIONALBANK.COM","608099","32196","8338","316","116668","1165559","1266","2601","7","","","252109"
"3400","0","735067","4215745","TEXAS REPUBLIC BANK, NATIONAL ASSOCIATION","Frisco","TX","75034","12/31/2021","5/18/2022","N","2595 Preston Rd, Bldg 100","TXRB HOLDINGS INC","4","0","0","4","0","Collin","19100","Dallas-Fort Worth-Arlington, TX","5/21/1891","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.texasrepublicbank.com","135480","4151","1114","37","30499","209873","253","0","0","","","15958"
"58739","0","3619216","4400354","TEXAS SECURITY BANK","Dallas","TX","75207","12/31/2021","5/18/2022","NM","1212 Turtle Creek Blvd.","TEXAS SECURITY BANKSHARES INC","3","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","5/5/2008","5/5/2008","8/31/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","https://texassecuritybank.com","230562","3433","792","12","59505","578463","459","0","0","","","21394"
"18698","10985","748964","2472973","TEXAS STATE BANK","San Angelo","TX","76901","12/31/2021","5/18/2022","NM","2201 Sherwood Way","TEXAS BCORP INC","4","0","0","8","1","Tom Green","41660","San Angelo, TX","2/16/1963","2/16/1963","12/19/2019","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","txbank.com","176126","10136","4000","187","17137","174906","262","257","1","","","3982"
"57704","0","3211937","4091819","TEXSTAR NATIONAL BANK","Universal City","TX","78148","12/31/2021","5/18/2022","N","600 Pat Booker Rd.","TEXSTAR BANCSHARES INC","6","0","0","4","1","Bexar","41700","San Antonio-New Braunfels, TX","1/20/2004","1/20/2004","9/21/2013","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.texstar-bank.com","174355","4361","4036","132","89480","216848","261","855","2","","","24764"
"11475","12522","157155","1058932","THAYER COUNTY BANK","Hebron","NE","68370","12/31/2021","5/18/2022","NM","402 Lincoln Ave.","THAYER AGENCY INC","2","0","0","4","0","Thayer","","","7/1/1874","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","http://www.thayercountybank.com","41900","2446","2832","116","14911","23489","35","0","0","","","1780"
"660","0","645317","3138267","THE ADIRONDACK TRUST COMPANY","Saratoga Springs","NY","12866","12/31/2021","5/18/2022","SM","473 Broadway","ADIRONDACK TR EMPLOYEE STK OWNERSHIP TR","14","0","0","4","0","Saratoga","10580","Albany-Schenectady-Troy, NY","1/1/1901","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","http://adirondacktrust.com","660966","44559","14623","1084","168154","836198","823","869","3","","","50436"
"17652","0","359650","1063749","THE ALDEN STATE BANK","Sterling","KS","67579","12/31/2021","5/18/2022","NM","124 N. Broadway Ave.","ALDEN BANCSHARES INC","1","0","0","2","0","Rice","","","1/1/1904","8/30/1956","3/1/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.aldenst8.com","13875","1016","923","83","3543","4726","7","0","0","","","766"
"2312","0","287856","1065565","THE AMERICAN BANK","Wagoner","OK","74467","12/31/2021","5/18/2022","NM","201 E. Cherokee St.","N B C BANCSHARES PAWHUSKA INC","1","0","0","7","0","Wagoner","46140","Tulsa, OK","4/24/1923","1/1/1934","8/1/2020","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","https://www.americanbankwagoner.com","18050","1245","858","19","2062","12506","13","0","0","","","1080"
"22942","0","764067","4552356","THE AMERICAN NATIONAL BANK OF MOUNT PLEASANT","Mount Pleasant","TX","75455","12/31/2021","5/18/2022","N","301 S. Madison Ave.","NORTHEAST TEXAS BANCSHARES INC","1","0","0","8","1","Titus","","","8/31/1979","8/31/1979","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.anbmp.com","75195","5977","3953","159","19624","47136","74","265","1","","","19986"
"23474","0","599764","1895007","THE AMERICAN NATIONAL BANK OF TEXAS","Terrell","TX","75160","12/31/2021","5/18/2022","N","102 W. Moore Ave","A N B HOLDING CO LTD","27","0","0","4","0","Kaufman","19100","Dallas-Fort Worth-Arlington, TX","7/1/1981","7/1/1981","9/7/2018","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.anbtx.com","1660677","95382","27788","1510","116687","3063308","2528","1710","5","","","162851"
"10663","10317","27614","1071913","THE ANDOVER BANK","Andover","OH","44003","12/31/2021","5/18/2022","SM","19 Public Sq.","ANDOVER BCORP INC","10","0","1","5","0","Ashtabula","","","11/1/1884","1/1/1934","10/1/2015","Stock","0","0","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.andover.bank","352426","27438","18018","1196","45505","147423","226","1842","5","","","11453"
"3759","0","855844","1142877","THE ANNA -JONESBORO NATIONAL BANK","Anna","IL","62906","12/31/2021","5/18/2022","N","201 S Main St","UNION COUNTY BANCSHARES INC","4","0","0","7","0","Union","","","1/1/1900","1/1/1934","8/1/2021","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","WWW.AJNATIONAL.COM","159876","11761","7245","314","42579","61278","95","613","2","","","11109"
"14523","13523","91615","1129896","THE ANTWERP EXCHANGE BANK COMPANY","Antwerp","OH","45813","12/31/2021","5/18/2022","NM","305 S. Main St.","DIAMOND BANCSHARES INC","3","0","1","2","0","Paulding","","","1/1/1893","7/2/1934","12/31/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.antwerpexchangebank.com","91589","7891","7793","353","18334","31748","58","0","0","","","3432"
"737","12343","213912","1248993","THE APPLE CREEK BANKING COMPANY","Apple Creek","OH","44606","12/31/2021","5/18/2022","SM","3 W. Main St.","APPLE CREEK BANC CORP","6","0","0","4","0","Wayne","","","2/1/1904","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.applecreekbank.com","121258","7423","3185","138","12430","63444","112","404","1","","","1559"
"3601","14570","672238","2971270","THE ATLANTA NATIONAL BANK","Atlanta","IL","61723","12/31/2021","5/18/2022","N","105 S.W. Church St.","ANB BCORP INC","2","0","0","7","0","Logan","","","8/2/1887","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.theatlantanationalbank.com/","40599","2927","3050","181","11184","16580","40","708","2","","","2998"
"10906","0","997155","","THE BALDWIN STATE BANK","Baldwin City","KS","66006","12/31/2021","5/18/2022","NM","721 High St.","","2","0","0","8","1","Douglas","29940","Lawrence, KS","8/29/1892","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","https://baldwinstatebank.com","58386","4376","2632","116","15137","24858","37","0","0","","","2910"
"17759","0","112510","5471931","THE BALTIC STATE BANK","Baltic","OH","43804","12/31/2021","5/18/2022","NM","101 E. Main St.","BANCORP OF BALTIC INC","3","0","0","8","1","Tuscarawas","","","1/1/1902","5/8/1957","5/28/2020","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","balticstatebank.com","67511","5184","1601","100","16887","17722","32","0","0","","","2878"
"35444","0","2858960","2858951","THE BANCORP BANK","Wilmington","DE","19809","12/31/2021","5/18/2022","NM","409 Silverside Rd.","BANCORP INC THE","1","0","0","4","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","7/28/2000","7/28/2000","12/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","https://www.thebancorp.com","4758854","18896","4085","4672","0","1282359","261","0","0","","","0"
"26522","9433","333650","1137855","THE BANK","Oberlin","KS","67749","12/31/2021","5/18/2022","NM","205 S. Penn","DECATUR INVESTMENT INC","11","0","0","2","1","Decatur","","","11/21/1985","11/21/1985","8/16/2014","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.thebankks.com","198704","11169","6964","329","40265","156313","219","288","1","","","5292"
"34409","0","2505460","2504874","THE BANK","Jennings","LA","70546","12/31/2021","5/18/2022","NM","1304 N Cutting Ave","BANCSHARES INC THE","8","0","0","4","0","Jefferson Davis","","","2/26/1997","2/26/1997","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","http://thebank.bank","200010","14091","4232","160","40581","109178","201","640","2","","","19751"
"1184","13594","623454","1105014","THE BANK AND TRUST, S.S.B.","Del Rio","TX","78840","12/31/2021","5/18/2022","SM","1200 Ave. F","WESTEX BCORP INC","7","0","0","8","1","Val Verde","","","1/1/1910","1/1/1934","12/8/2017","Stock","0","0","FED","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.thebankandtrust.com","280719","18155","3218","149","41598","239217","358","780","3","","","32993"
