cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,IDdepsam,IDdepsmb,DEPSMRA,DEPSMRN,NTRCDSMJ,IDdeplam,IDdeplgb,DEPLGRA,DEPLGRN,TRNNIA,TRNNIN,NTRTMLGJ
"9369","11236","879644","2848073","THE BANK OF ADVANCE","Advance","MO","63730","12/31/2021","5/18/2022","SM","105 E. Gabriel St.","MILES BANCSHARES INC","6","0","1","2","1","Stoddard","","","1/30/1902","1/1/1934","11/26/2013","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.bankofadvance.com","227957","17001","12108","764","93574","117206","155","706","2","","","13829"
"352","0","222558","1128264","THE BANK OF BAKER","Baker","MT","59313","12/31/2021","5/18/2022","NM","116 S Main St.","UNITED BCORP","1","0","0","2","1","Fallon","","","9/20/1924","1/1/1934","7/28/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.bankofbaker.com","65716","3200","1833","146","16981","105845","84","0","0","","","1136"
"11862","52586","137456","1066263","THE BANK OF BEAVER CITY","Beaver","OK","73932","12/31/2021","5/18/2022","NM","130 Douglas","BEAVER BCORP INC","3","0","1","2","1","Beaver","","","1/1/1902","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.bankofbeaver.bank","92191","5586","3168","102","36467","40900","84","1518","5","","","9672"
"30350","5214","133579","3846003","THE BANK OF BENNINGTON","Bennington","VT","5201","12/31/2021","5/18/2022","SA","155 N. St","COMMUNITY FINANCIAL MHC","5","0","0","5","0","Bennington","","","1/1/1917","2/18/1955","5/1/2021","Stock","0","0","OCC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","http://www.thebankofbennington.com","303255","24574","23210","833","80726","125050","260","2029","7","","","13538"
"21635","0","308836","1889565","THE BANK OF BOURBONNAIS","Bourbonnais","IL","60914","12/31/2021","5/18/2022","NM","1 Heritage Dr","ILLINOIS STATE BCORP INC","1","0","0","4","0","Kankakee","28100","Kankakee, IL","6/21/1974","6/21/1974","7/19/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","http://www.bankofbourbonnais.bank","42791","2076","2720","93","17262","28487","40","0","0","","","7807"
"2455","14788","517441","5371853","THE BANK OF BRODHEAD","Brodhead","WI","53520","12/31/2021","5/18/2022","SM","806 E. Exchange St.","BRODHEAD BANCSHARES INC","2","0","0","2","0","Green","31540","Madison, WI","4/30/1896","1/1/1934","3/7/2020","Stock","0","0","FED","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","www.bankofbrodhead.com","133830","10187","18739","564","59348","49733","91","3464","9","","","8032"
"15759","0","809856","4864590","THE BANK OF BURLINGTON","Burlington","CO","80807","12/31/2021","5/18/2022","SM","410 14th St.","BURLINGTON HOLDINGS INC","2","0","0","2","1","Kit Carson","","","1/1/1931","7/22/1940","1/17/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","https://www.thebankofburlington.com","32125","1495","2405","55","8714","38540","54","1354","3","","","7644"
"90175","8486","853804","3223855","THE BANK OF CANTON","Canton","MA","2021","12/31/2021","5/18/2022","SB","490 Turnpike St","PONKAPOAG BCORP MHC","6","0","0","4","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","3/4/1835","10/11/1985","5/1/2021","Stock","0","1","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.thebankofcanton.com","322558","20629","14373","727","57630","386704","381","2979","8","","","9928"
"10828","12523","141341","1096774","THE BANK OF CARBONDALE","Carbondale","IL","62901","12/31/2021","5/18/2022","NM","216 E Main St","CARBONDALE INVESTMENT CORP THE","5","0","0","4","0","Jackson","16060","Carbondale-Marion, IL","4/4/1919","1/1/1934","8/1/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","tboc.com","139289","10292","3255","190","22576","96644","124","0","0","","","1483"
"13292","10899","165806","2367921","THE BANK OF CASTILE","Castile","NY","14427","12/31/2021","5/18/2022","NM","50 Main St.","TOMPKINS FINANCIAL CORP","18","0","0","4","0","Wyoming","","","4/1/1869","1/1/1934","1/1/2015","Stock","0","1","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","0","","750442","52253","27650","1575","141339","934166","812","2772","8","","","33770"
"14491","14157","667524","2835680","THE BANK OF CHARLOTTE COUNTY","Phenix","VA","23959","12/31/2021","5/18/2022","SM","101 Berkley St.","BCC BANKSHARES INC","4","0","0","8","0","Charlotte","","","11/12/1912","6/20/1934","10/19/2017","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.bankofcharlotte.com","94873","5614","10734","320","26160","51884","84","1656","5","","","4320"
"15671","13654","3720","","THE BANK OF CLARENDON","Manning","SC","29102","12/31/2021","5/18/2022","NM","106 S. Brooks St.","","5","0","0","4","0","Clarendon","44940","Sumter, SC","7/1/1939","7/1/1939","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.bankofclarendon.bank","189775","14261","4726","202","25701","141364","202","372","1","","","7782"
"57022","0","2948423","3324387","THE BANK OF CLOVIS","Clovis","NM","88101","12/31/2021","5/18/2022","NM","300 Main St.","CLOVIS BANCSHARES INC","2","0","0","8","0","Curry","","","10/16/2000","10/16/2000","10/9/2017","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Western","West","0","1","www.bankofclovis.com","102315","7287","6178","240","27864","122504","156","272","1","","","17428"
"1374","13288","103134","3135471","THE BANK OF COMMERCE","White Castle","LA","70788","12/31/2021","5/18/2022","NM","32460 Bowie St","COMMERCE BANCSHARES INC","1","0","0","4","1","Iberville","12940","Baton Rouge, LA","3/1/1927","1/1/1934","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","http://WWW.BKOFCOMMERCE.COM","26936","1295","3067","80","8371","37542","52","1429","3","","","4997"
"18059","15746","324863","","THE BANK OF COMMERCE","Ammon","ID","83406","12/31/2021","5/18/2022","NM","3113 S. 25th E.","","16","0","1","2","0","Bonneville","26820","Idaho Falls, ID","8/1/1959","8/1/1959","2/23/2018","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","Western","0","1","http://www.bofc.bank","760329","48541","14577","775","92617","831905","1181","1632","5","","","107205"
"8810","0","885225","1249918","THE BANK OF DELMARVA","Seaford","DE","19973","12/31/2021","5/18/2022","SM","910 Norman Eskridge Hwy","PARTNERS BCORP","17","0","1","4","0","Sussex","41540","Salisbury, MD-DE","12/14/1896","1/1/1934","12/1/2020","Stock","0","1","FED","DIF","New York","ATLANTA","Claymont","Philadelphia","Northeastern","Northeast","0","1","bankofdelmarva.com","531876","30984","25986","1434","197707","360119","553","827","3","","","38265"
"17244","0","651756","2209058","THE BANK OF DENVER","Denver","CO","80218","12/31/2021","5/18/2022","NM","810 E. 17th Ave.","DENVER BANKSHARES INC","4","0","0","4","0","Denver","19740","Denver-Aurora-Lakewood, CO","10/1/1941","7/15/1953","6/16/2020","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.thebankofdenver.com","118528","5746","4731","187","18905","143818","186","664","2","","","10858"
"33646","0","1751420","","THE BANK OF EAST ASIA LTD.","New York","NY","10022","12/31/2021","5/18/2022","OI","540 Madison Ave.","","1","0","0","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1918","3/27/1989","5/28/2013","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","","1859037","","875722","","","161020","326","0","0","0","0",""
"5686","0","610539","1086140","THE BANK OF EDISON","Edison","GA","39846","12/31/2021","5/18/2022","NM","476 Turner St.","BOE BANCSHARES INC","1","0","0","2","1","Calhoun","","","10/1/1904","1/1/1934","6/2/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.boedison.com","32610","2059","4760","114","10044","24751","35","1305","3","","","4622"
"1607","0","10250","3027268","THE BANK OF ELK RIVER","Elk River","MN","55330","12/31/2021","5/18/2022","NM","630 Main St.","METRO NORTH BANCSHARES INC","4","0","0","4","1","Sherburne","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/1/1885","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.thebankofelkriver.com","355375","27245","23891","1230","62341","200284","348","2650","8","","","21064"
"10308","15700","466754","1099896","THE BANK OF FAYETTE COUNTY","Piperton","TN","38017","12/31/2021","5/18/2022","SM","1265 Hwy. 57","MOSCOW BANCSHARES INC","11","0","0","4","0","Shelby","32820","Memphis, TN-MS-AR","4/26/1905","1/1/1934","11/16/2021","Stock","0","0","FED","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","http://www.thebank1905.com","397676","17577","22239","483","187851","302589","498","4620","12","","","38935"
"898","11435","642437","1085518","THE BANK OF FOREST","Forest","MS","39074","12/31/2021","5/18/2022","NM","211 W 3rd St","FIRST FOREST CORP","3","0","0","4","1","Scott","","","3/27/1900","1/1/1934","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","http://www.bkforest.com","125511","8868","12969","544","58529","70142","108","1310","4","","","18889"
"16820","11940","628123","2001328","THE BANK OF GLEN BURNIE","Glen Burnie","MD","21061","12/31/2021","5/18/2022","NM","101 Crain Hwy. S","GLEN BURNIE BCORP","8","0","0","8","0","Anne Arundel","12580","Baltimore-Columbia-Towson, MD","8/17/1949","8/17/1949","6/24/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.thebankofglenburnie.com","318989","5138","19221","694","54057","44183","121","963","3","","","6340"
"8564","0","956554","2858942","THE BANK OF GRAIN VALLEY","Grain Valley","MO","64029","12/31/2021","5/18/2022","NM","500 Main St.","GRAIN VALLEY BANCSHARES INC","2","0","0","4","1","Jackson","28140","Kansas City, MO-KS","5/11/1905","1/1/1934","8/12/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","bankofgrainvalley.com","49896","1726","2859","237","10863","39988","68","297","1","","","1462"
"21591","18028","214106","2728595","THE BANK OF GREENE COUNTY","Catskill","NY","12414","12/31/2021","5/18/2022","SA","425 Main St.","GREENE COUNTY BCORP MHC","18","0","0","4","0","Greene","","","5/18/1974","5/18/1974","7/21/2011","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.tbogc.com","794497","64097","18294","878","31839","453687","679","839","3","","","3123"
"21606","10764","183668","3058057","THE BANK OF HEMET","Riverside","CA","92506","12/31/2021","5/18/2022","NM","3715 Sunnyside Dr.","HEMET BCORP","6","0","0","4","1","Riverside","40140","Riverside-San Bernardino-Ontario, CA","6/3/1974","6/3/1974","6/17/2020","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","http://www.bankofhemet.com","276451","16891","3983","170","12085","586728","517","1081","2","","","7160"
"11310","0","835444","2527024","THE BANK OF HERRIN","Herrin","IL","62948","12/31/2021","5/18/2022","NM","101 S Park Ave","FGH BCORP INC","5","0","0","4","1","Williamson","16060","Carbondale-Marion, IL","4/12/1904","1/1/1934","8/1/2021","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","WWW.BANKOFHERRIN.COM","178619","11723","5682","202","24934","104502","137","785","3","","","3063"
"13960","0","848453","5297083","THE BANK OF HOUSTON","Houston","MO","65483","12/31/2021","5/18/2022","NM","404 S. Grand","SUMMIT BANCSHARES INC","2","0","0","4","0","Texas","","","6/4/1889","3/3/1934","7/16/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","www.thebankofhouston.com","36120","1435","1047","32","12968","6135","17","0","0","","","1278"
"34457","15743","2577739","1135374","THE BANK OF JACKSON","Jackson","TN","38305","12/31/2021","5/18/2022","SM","558 Carriage House Dr","SECURITY BCORP OF TN INC","3","0","0","7","0","Madison","27180","Jackson, TN","6/2/1997","6/2/1997","11/16/2021","Stock","0","1","FED","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","www.bankofjackson.com","98945","4559","3768","106","26347","98757","164","521","2","","","13561"
"15228","10258","380944","1202744","THE BANK OF KAUKAUNA","Kaukauna","WI","54130","12/31/2021","5/18/2022","NM","264 W. Wisconsin Ave.","BROGAN BANKSHARES INC","1","0","0","4","1","Outagamie","11540","Appleton, WI","9/1/1883","7/1/1935","1/29/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","WWW.BANKOFKAUKAUNA.COM","49092","3048","2769","104","7255","68994","96","0","0","","","1957"
"11526","0","883959","5422531","THE BANK OF KREMLIN","Kremlin","OK","73753","12/31/2021","5/18/2022","SM","102 6th St.","COWBOY BANCSHARES LLC","6","0","0","2","1","Garfield","21420","Enid, OK","5/1/1900","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.bankofkremlin.com","170887","9059","3547","130","59450","117740","126","376","1","","","21411"
"9245","0","944739","1085965","THE BANK OF LAFAYETTE, GEORGIA","La Fayette","GA","30728","12/31/2021","5/18/2022","NM","101 W Patton St","LAFAYETTE BANKSHARES INC","3","0","0","7","0","Walker","16860","Chattanooga, TN-GA","7/18/1899","1/1/1934","11/19/2020","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.bankoflafayette.com","165609","12039","13353","562","48048","178391","143","1735","5","","","12216"
"90384","12197","734613","","THE BANK OF LANDISBURG","Landisburg","PA","17040","12/31/2021","5/18/2022","SM","100 N. Carlisle St.","","4","0","0","5","0","Perry","25420","Harrisburg-Carlisle, PA","10/19/1903","4/17/1992","11/24/2020","Stock","0","0","FED","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","http://www.bankoflandisburg.com","199135","14979","28450","1052","78449","72733","105","4004","12","","","11149"
"2300","0","940021","2402813","THE BANK OF MAGNOLIA COMPANY","Magnolia","OH","44643","12/31/2021","5/18/2022","NM","122 N. Main St.","MAGNOLIA BCORP INC","3","0","0","8","0","Stark","15940","Canton-Massillon, OH","4/19/1899","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.bankofmagnolia.com","60594","4078","1585","157","6807","23532","33","324","1","","","584"
"9507","11657","858528","1132391","THE BANK OF MARION","Marion","VA","24354","12/31/2021","5/18/2022","SM","102 W. Main St.","SOUTHWEST VA BANKSHARES INC","16","0","1","8","0","Smyth","","","4/13/1874","1/1/1934","4/17/2018","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.bankofmarionva.com","322059","29709","22896","1356","43412","116043","165","1620","5","","","5441"
"33851","13098","2123930","2263993","THE BANK OF MILAN","Milan","TN","38358","12/31/2021","5/18/2022","NM","2011 E Van Hook St","HOMETOWN BCORP INC","2","0","0","7","1","Gibson","27180","Jackson, TN","11/12/1993","11/12/1993","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","www.bankofmilan.net","61957","3527","3415","88","14046","40595","38","517","2","","","1982"
"1617","0","330855","1416439","THE BANK OF MISSOURI","Perryville","MO","63775","12/31/2021","5/18/2022","NM","916 N. Kings Hwy.","RELIABLE CMTY BANCSHARES INC","31","0","0","4","0","Perry","","","11/7/1891","1/1/1934","8/7/2020","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","WWW.BANKOFMISSOURI.COM","1258231","86773","45961","2200","232237","1096313","1127","1909","7","","","79219"
"6180","0","849432","2722892","THE BANK OF MONROE","Union","WV","24983","12/31/2021","5/18/2022","SM","39 Main St.","UNION BANKSHARES INC","3","0","0","8","0","Monroe","","","11/3/1903","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","http://www.mybankofmonroe.com","118300","10409","6816","225","28539","46362","90","1383","4","","","8446"
"10378","10875","797140","2339544","THE BANK OF NEW GLARUS","New Glarus","WI","53574","12/31/2021","5/18/2022","NM","501 1st St.","BANCORP OF NEW GLARUS INC","6","0","0","4","0","Green","31540","Madison, WI","10/30/1893","1/1/1934","9/26/2008","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","www.thebankofnewglarus.bank","220524","17407","11666","576","58431","123200","84","524","2","","","12760"
"639","0","541101","3587146","THE BANK OF NEW YORK MELLON","New York","NY","10286","12/31/2021","5/18/2022","SM","240 Greenwich St.","BANK OF NY MELLON CORP THE","9","14","1","1","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1851","1/1/1934","7/19/2018","Stock","0","1","FED","DIF","New York","WASHINGTON","New York City","New York","Northeastern","Northeast","0","0","www.bnymellon.com","5615000","121585","6012000","278","1000","186081000","22452","0","0","","","632000"
"23472","0","398668","3587146","THE BANK OF NEW YORK MELLON TRUST COMPANY, NATIONAL ASSOCIATION","Los Angeles","CA","90071","12/31/2021","5/18/2022","N","333 S. Hope St, # 2525","BANK OF NY MELLON CORP THE","13","0","1","9","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","7/1/1981","7/1/1981","12/13/2021","Stock","0","1","OCC","DIF","San Francisco","WASHINGTON","Los Angeles (North)","San Francisco","Western","Western","0","0","www.bnymellon.com","376","16","0","0","0","500","1","0","0","","","0"
