cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,scrdebt,scpt3les,scpt3t12,scpt1t3,scpt3t5,scpt5t15,scptov15,sco3yles,scoov3y,scnm3les,scnm3t12,scnm1t3,scnm3t5,scnm5t15,scnmov15,sc1les
"57134","0","3109146","3439236","LEADER BANK, NATIONAL ASSOCIATION","Arlington","MA","2474","12/31/2021","5/18/2022","N","141 Massachusetts Ave","LEADER BCORP INC","7","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","5/8/2002","5/8/2002","5/1/2021","Stock","0","0","OCC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.leaderbank.com/","325045","0","0","0","362","330","2381","0","0","0","0","0","0","321972","0","0"
"33418","10057","1863097","3625123","LEDYARD NATIONAL BANK","Norwich","VT","5055","12/31/2021","5/18/2022","N","320 Main St","LEDYARD FINANCIAL GROUP INC","11","0","1","8","0","Windsor","","","5/22/1991","5/22/1991","5/1/2021","Stock","0","1","OCC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","www.ledyardbank.com","349377","0","0","0","0","17229","27099","0","0","0","0","3127","28368","92361","181193","0"
"33645","7811","790703","1985131","LEE BANK","Lee","MA","1238","12/31/2021","5/18/2022","SB","75 Park St","BERKSHIRE FINL SERVICES INC","5","0","0","4","0","Berkshire","38340","Pittsfield, MA","7/1/1992","7/1/1992","8/12/2021","Stock","0","1","FDIC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","www.leebank.com","118026","0","6","53","0","20205","10318","0","6892","9865","3588","14333","24912","27854","0","1641"
"11582","13526","661223","","LEE BANK AND TRUST COMPANY","Pennington Gap","VA","24277","12/31/2021","5/18/2022","NM","41371 W. Morgan Ave.","","4","0","0","4","0","Lee","","","8/22/1932","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","https://www.lbtc.com","29785","0","0","0","0","11","12","0","0","2110","11716","5116","3028","7792","0","13826"
"5819","11539","625140","1143810","LEE COUNTY BANK","Fort Madison","IA","52627","12/31/2021","5/18/2022","SM","801 Ave. F","LEE CAPITAL CORP","3","0","0","8","1","Lee","","","9/12/1888","1/1/1934","11/30/2018","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.leecountybank.com","1911","0","0","0","0","0","0","0","0","0","197","925","789","0","0","197"
"12699","9268","478252","","LEGACY BANK","Wiley","CO","81092","12/31/2021","5/18/2022","NM","220 Main St.","","11","0","0","4","1","Prowers","","","5/25/1907","1/1/1934","10/2/2009","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","www.elegacybank.com","127761","0","161","0","1","3651","8754","13333","31345","5901","681","8147","14377","38960","2450","1287"
"19011","0","268828","2630193","LEGACY BANK","Grundy","VA","24614","12/31/2021","5/18/2022","SM","20957 Riverside Dr.","GNB BANKSHARES CORP","6","0","0","4","0","Buchanan","","","1/21/1964","1/21/1964","6/1/2020","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.mylegacybank.net","126036","0","0","0","0","23527","11120","0","0","100","100","1558","8871","57301","23459","200"
"4042","14537","320052","1054091","LEGACY BANK","Hinton","OK","73047","12/31/2021","5/18/2022","NM","101 W. Main","MIDSTATE BCORP INC","10","0","0","4","0","Caddo","","","1/1/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.legacybank.com","18445","277","128","0","0","0","0","0","0","6008","11577","455","0","0","0","17589"
"17676","0","785950","1416448","LEGACY BANK","Colwich","KS","67030","12/31/2021","5/18/2022","NM","123 E. Chicago","COLWICH FINANCIAL CORP","8","0","0","4","0","Sedgwick","48620","Wichita, KS","2/22/1886","10/4/1956","5/15/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.legacy.bank","124942","0","0","0","0","784","0","1017","8365","6380","5262","13271","13127","72619","4117","7450"
"15414","0","767040","1202388","LEGACY BANK","Altoona","IA","50009","12/31/2021","5/18/2022","NM","502 8th St, S.W.","F S BANCOR INC","4","0","0","4","1","Polk","19780","Des Moines-West Des Moines, IA","1/1/1904","8/20/1936","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.banklegacy.com","11182","0","0","0","0","0","0","0","0","0","1934","4439","4400","409","0","1934"
"22319","0","397755","1095469","LEGACY BANK & TRUST COMPANY","Mountain Grove","MO","65711","12/31/2021","5/18/2022","SM","1500 N Main St","CENTURY BANCSHARES INC","5","0","0","4","0","Wright","","","10/17/1907","8/17/1976","8/6/2021","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","www.legacybankandtrust.com","212","0","0","43","0","0","0","169","0","0","0","0","0","0","0","0"
"57953","0","3306280","5070192","LEGACY NATIONAL BANK","Springdale","AR","72762","12/31/2021","5/18/2022","N","4055 W Sunset Ave","LEGACY BANCSHARES INC","9","0","0","2","0","Washington","22220","Fayetteville-Springdale-Rogers, AR-MO","3/28/2005","3/28/2005","5/1/2021","Stock","0","0","OCC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","www.legacyar.com","41196","0","0","0","0","2312","0","0","0","2152","2021","1970","7892","24695","154","2559"
"57882","0","3340903","","LEGACY STATE BANK","Loganville","GA","30052","12/31/2021","5/18/2022","NM","3825 Harrison Rd.","","1","0","0","4","0","Gwinnett","12060","Atlanta-Sandy Springs-Roswell, GA","3/15/2005","3/15/2005","11/8/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.legacystatebank.com","24697","0","0","0","0","1061","8736","0","0","834","500","0","1516","11553","497","850"
"10886","10062","635840","1491481","LEGENCE BANK","Eldorado","IL","62930","12/31/2021","5/18/2022","NM","1108 Us Hwy. 45 N","FIRST ELDORADO BANCSHARES INC","14","0","1","2","1","Saline","","","1/1/1906","1/1/1934","12/3/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.legencebank.com","154865","696","1","36","13","2080","965","11036","30731","30779","5296","3463","10655","32208","26906","4563"
"3108","16061","100357","1416578","LEGEND BANK, N.A.","Bowie","TX","76230","12/31/2021","5/18/2022","N","101 W. Tarrant","LEGEND BCORP INC","15","0","0","4","1","Montague","","","3/1/1890","1/1/1934","7/26/2019","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.legend-bank.com","256565","1","14","0","393","66848","98707","2133","1004","216","3264","7483","8878","53994","13630","3479"
"34936","16144","2745426","3100349","LEGENDS BANK","Clarksville","TN","37040","12/31/2021","5/18/2022","NM","310 N 1st St","LEGENDS FINANCIAL HOLDINGS INC","9","0","0","4","0","Montgomery","17300","Clarksville, TN-KY","11/12/1998","11/12/1998","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","www.legendsbank.com","149777","0","0","0","0","2855","23758","3965","17690","8397","0","2771","6001","26819","57521","0"
"12616","15693","865151","1119271","LEGENDS BANK","Linn","MO","65051","12/31/2021","5/18/2022","NM","200 E. Main St.","LINN HOLDING CO","11","0","0","4","0","Osage","27620","Jefferson City, MO","3/17/1913","1/1/1934","9/17/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.legendsbk.com","99607","0","0","0","0","0","0","0","0","4714","22005","62152","10370","366","0","26719"
"10118","0","936640","1137172","LEIGHTON STATE BANK","Pella","IA","50219","12/31/2021","5/18/2022","NM","900 Washington St.","LEIGHTON INVESTMENT CO","3","0","0","2","1","Marion","","","7/14/1911","1/1/1934","5/23/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.leightonbank.com","39478","0","0","0","0","14292","1004","799","0","0","409","3531","9290","10153","0","1207"
"12395","0","478533","1137453","LENA STATE BANK","Lena","IL","61048","12/31/2021","5/18/2022","NM","915 S. Logan St.","FORESIGHT FINANCIAL GROUP INC","2","0","0","2","0","Stephenson","","","1/1/1867","1/1/1934","7/1/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.lenastatebank.com","39350","0","0","0","0","3162","8397","824","528","502","1322","750","2606","16416","4843","1823"
"32551","8433","264772","4738879","LENDINGCLUB BANK, NATIONAL ASSOCIATION","Lehi","UT","84043","12/31/2021","5/18/2022","N","2701 N Thanksgiving Way","LENDINGCLUB CORP","2","0","1","6","0","Utah","39340","Provo-Orem, UT","8/26/1987","8/26/1987","5/1/2021","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","0","http://www.lendingclub.com","205731","24","324","2792","718","1693","118148","5379","18936","20909","0","0","577","19490","16741","8"
"58604","0","3612525","3612543","LEVEL ONE BANK","Farmington Hills","MI","48334","12/31/2021","5/18/2022","NM","32991 Hamilton Court","LEVEL ONE BCORP INC","17","0","0","4","0","Oakland","19820","Detroit-Warren-Dearborn, MI","10/5/2007","10/5/2007","1/2/2020","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","WWW.LEVELONEBANK.COM","397551","3","8","36","39","13032","9093","22677","41967","24851","3711","13785","65080","196257","7012","6151"
"58428","0","3489071","5491283","LEWIS & CLARK BANK","Oregon City","OR","97045","12/31/2021","5/18/2022","NM","15960 S Agnes Ave","LEWIS&CLARK BCORP","3","0","0","4","0","Clackamas","38900","Portland-Vancouver-Hillsboro, OR-WA","12/15/2006","12/15/2006","7/31/2020","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","www.lewisandclarkbank.com","164324","0","0","0","0","9936","0","0","0","0","0","64533","70730","19125","0","0"
"297","9961","580847","1250071","LEWISBURG BANKING COMPANY","Lewisburg","KY","42256","12/31/2021","5/18/2022","SM","287 N Main St","LEWISBURG BANCSHARES CORP","5","0","0","8","1","Logan","","","2/10/1894","1/1/1934","8/1/2021","Stock","0","0","FED","DIF","Chicago","CHICAGO","Louisville","St. louis","Central","Southeast","0","1","www.lewisburgbank.com","35418","0","0","92","609","10796","3095","925","4208","1509","580","799","2088","9074","1643","1084"
"59117","0","5412457","","LEXICON BANK","Las Vegas","NV","89145","12/31/2021","5/18/2022","NM","330 S Rampart Blvd","","1","0","0","4","0","Clark","29820","Las Vegas-Henderson-Paradise, NV","8/12/2019","8/12/2019","5/26/2020","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.lexiconbank.com","22854","0","0","0","0","701","1690","497","3026","246","0","0","1219","12142","3333","458"
"20429","0","386432","1084753","LIBERTY BANK","Geraldine","AL","35974","12/31/2021","5/18/2022","NM","40956 Alabama Hwy. 75","FIRST BCORP OF GERALDINE INC","6","0","0","8","0","De Kalb","","","5/29/1971","5/29/1971","5/25/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","https://www.libertybankal.com","37126","0","0","0","0","0","229","35","0","3374","1371","3809","10759","16892","657","3086"
"11719","12285","371942","1100297","LIBERTY BANK","Liberty","IL","62347","12/31/2021","5/18/2022","NM","1002 N. Main St.","LIBERTY BCORP INC","4","0","0","2","0","Adams","","","6/23/1903","1/1/1934","5/7/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","www.liberty.bank","21604","0","5","58","27","1827","4326","879","239","651","0","1003","2105","7704","2780","656"
"28463","1639","534073","4099365","LIBERTY BANK","Ironton","OH","45638","12/31/2021","5/18/2022","SA","314 Park Ave","LIBERTY FEDERAL BCORP MHC","2","0","0","8","0","Lawrence","26580","Huntington-Ashland, WV-KY-OH","1/1/1896","2/21/1938","12/31/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.libbk.com","21367","0","0","53","78","1332","1459","0","0","0","0","4245","5280","8920","0","0"
"58778","0","3943210","5515488","LIBERTY BANK","Poulsbo","WA","98370","12/31/2021","5/18/2022","NM","19917 7th Ave Ne","LIBERTY NORTHWEST BCORP INC","1","0","0","4","0","Kitsap","14740","Bremerton-Silverdale, WA","6/11/2009","6/11/2009","2/20/2020","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","www.libertybanknw.com","25809","0","439","246","109","6193","4413","1325","8051","0","0","0","983","2485","1565","0"
"17943","6722","587800","","LIBERTY BANK","Middletown","CT","6457","12/31/2021","5/18/2022","SB","315 Main St","","53","0","0","4","0","Middlesex","25540","Hartford-West Hartford-East Hartford, CT","5/15/1825","1/2/1959","5/1/2021","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","0","www.liberty-bank.com","1117466","15115","8799","15005","2971","50128","39006","43826","634204","113183","250","3179","31028","133207","27565","1326"
"23754","0","478766","2942832","LIBERTY BANK","South San Franci","CA","94080","12/31/2021","5/18/2022","SM","500 Linden Ave.","LIBERTY BCORP","3","0","0","4","0","San Mateo","41860","San Francisco-Oakland-Hayward, CA","4/7/1982","4/7/1982","1/1/2012","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","https://www.libertybk.com","68686","0","0","0","97","0","0","0","0","6272","20355","39924","724","1314","0","26627"
"20856","10886","283438","1130548","LIBERTY BANK AND TRUST COMPANY","New Orleans","LA","70127","12/31/2021","5/18/2022","NM","6600 Plaza Dr","LIBERTY FINANCIAL SERVICES INC","22","0","1","4","0","Orleans","35380","New Orleans-Metairie, LA","11/16/1972","11/16/1972","12/10/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.libertybank.net","271961","64","305","240","268","34127","69414","2885","8131","2821","5041","41400","39780","66122","1363","5863"
"29009","2758","757377","","LIBERTY BANK FOR SAVINGS","Chicago","IL","60647","12/31/2021","5/18/2022","SB","2392 N Milwaukee Ave.","","5","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1898","4/22/1939","7/19/2006","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","libertybank.com","394777","229","124","984","3887","69505","74200","0","352","9576","35227","67870","80662","52161","0","45156"
"26891","11882","1387203","3800658","LIBERTY BANK MINNESOTA","Saint Cloud","MN","56301","12/31/2021","5/18/2022","SM","2842 2nd St. S.","LIBERTY FINL SERVICES ST CLOUD","6","0","0","5","1","Stearns","41060","St. Cloud, MN","1/1/1987","1/1/1987","11/19/2018","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.libertybankmn.com","110165","0","0","0","0","28323","12167","7751","31162","5775","0","3408","555","18767","2257","0"
"26816","10020","593771","","LIBERTY BANK, INC.","Salt Lake City","UT","84102","12/31/2021","5/18/2022","NM","326 S. 500 E.","","1","0","0","6","0","Salt Lake","41620","Salt Lake City, UT","11/5/1956","10/20/1986","3/9/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","1","www.libertybankofutah.com","466","0","0","0","0","101","126","184","0","55","0","0","0","0","0","0"
"58852","0","3690121","3810956","LIBERTY CAPITAL BANK","Addison","TX","75001","12/31/2021","5/18/2022","NM","5055 Keller Springs Rd, # 12","LIBERTY CAPITAL BANCSHARES INC","1","0","0","4","1","Dallas","19100","Dallas-Fort Worth-Arlington, TX","9/15/2008","9/15/2008","9/15/2008","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","https://LibertyCapital.bank","21853","0","0","0","0","5083","8945","0","0","0","0","0","571","4799","2455","0"
"11522","15647","68756","1065172","LIBERTY NATIONAL BANK","Lawton","OK","73501","12/31/2021","5/18/2022","N","629 S W C Ave.","B O E BANCSHARES INC","8","0","0","4","1","Comanche","30020","Lawton, OK","1/1/1902","1/1/1934","7/17/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.lnbok.com","107157","0","0","0","907","32757","19791","14753","3756","5944","2114","12219","7968","6948","0","4029"
"6516","10519","130813","1246579","LIBERTY NATIONAL BANK","Ada","OH","45810","12/31/2021","5/18/2022","N","118 S. Main St.","LIBERTY BANCSHARES INC","6","0","0","4","0","Hardin","","","10/1/1893","1/1/1934","10/13/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","myliberty.bank","55477","0","0","0","578","19566","10132","0","0","0","603","819","2387","18579","2813","603"
"57505","0","3140822","3137701","LIBERTY NATIONAL BANK","Sioux City","IA","51106","12/31/2021","5/18/2022","N","4425 Singing Hills Blvd.","LIBERTY FINANCIAL SERVICES INC","11","0","1","2","0","Woodbury","43580","Sioux City, IA-NE-SD","3/17/2003","3/17/2003","10/27/2008","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","www.libertynational.bank","71886","62","0","1624","638","27255","601","0","0","0","305","2202","6894","27646","4659","305"
"32242","8039","839572","3828698","LIBERTY SAVINGS BANK, F.S.B.","Wilmington","OH","45177","12/31/2021","5/18/2022","SA","2251 Rombach Ave.","JAMES R POWELL REVOCABLE TRUST","6","0","1","5","1","Clinton","","","9/14/1984","9/14/1984","12/31/2021","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.libertysavingsbank.com","234084","0","0","0","0","0","2246","45217","22247","0","0","19458","13548","110120","21248","15392"
"17096","15708","883351","1126569","LIBERTY STATE BANK","Powers Lake","ND","58773","12/31/2021","5/18/2022","NM","111 Main St.","LIBERTY BCORP INC","1","0","0","2","1","Burke","","","4/17/1952","4/17/1952","9/10/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","https://www.libertystateplnd.com","70023","3251","0","0","0","4195","4501","5813","15285","591","0","539","772","18549","16527","591"
"10121","15849","644646","1204784","LIBERTY TRUST & SAVINGS BANK","Durant","IA","52747","12/31/2021","5/18/2022","NM","502 Eighth Ave.","LIBERTY BCORP","4","0","0","2","0","Cedar","","","1/1/1905","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.mylibertytrust.com","67803","0","0","0","0","0","0","146","0","2011","2819","13447","7620","35931","5829","4830"
"34073","14239","2339795","2260406","LIBERTYVILLE BANK & TRUST COMPANY, NATIONAL ASSOCIATION","Libertyville","IL","60048","12/31/2021","5/18/2022","N","507 N. Milwaukee Ave.","WINTRUST FINANCIAL CORP","8","0","0","4","0","Lake","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/10/1995","10/10/1995","10/1/2019","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","0","www.libertyvillebank.com","303974","0","0","0","0","0","247906","0","0","8939","2483","2148","7042","17554","17902","2543"
"31217","6555","715872","3837542","LIFESTORE BANK","West Jefferson","NC","28694","12/31/2021","5/18/2022","SM","205 S. Jefferson Ave.","ASHECO MHC INC","4","0","0","8","0","Ashe","","","1/1/1939","3/22/1961","5/1/2018","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","www.golifestore.com","79144","0","0","0","0","579","143","734","123","27025","4727","763","9490","7001","28559","1777"
"11003","0","365950","5210372","LIMEBANK","Bolivar","MO","65613","12/31/2021","5/18/2022","NM","1630 S. Killingsworth Ave.","STARK BANCSHARES INC","4","0","0","8","0","Polk","44180","Springfield, MO","11/24/1910","1/1/1934","12/1/2020","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","http://www.lime.bank","5331","0","0","0","58","2807","0","0","0","0","0","0","1497","969","0","0"
"9314","12848","522847","1249712","LIMESTONE BANK, INC.","Louisville","KY","40223","12/31/2021","5/18/2022","NM","2500 Eastpoint Pkwy.","LIMESTONE BCORP INC","22","0","0","4","0","Jefferson","31140","Louisville-Jefferson County, KY-IN","3/24/1902","1/1/1934","11/15/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Louisville","St. louis","Central","Southeast","0","1","https://www.limestonebank.com","260673","2296","2117","1","0","9488","60419","4410","8959","59713","2180","22684","26524","34187","27695","3211"
"28963","2694","930871","3790487","LINCOLN 1ST BANK","Lincoln Park","NJ","7035","12/31/2021","5/18/2022","SB","261 Comly Rd","LINCOLN PARK BCORP MHC","2","0","0","5","0","Morris","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1922","5/21/1956","6/28/2021","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.mylincoln1st.com","59041","0","144","0","2","6992","34417","5183","2506","7458","153","214","125","1747","100","153"
"29692","3896","529275","3824346","LINCOLN FSB OF NEBRASKA","Lincoln","NE","68520","12/31/2021","5/18/2022","SA","8400 Maddox Dr.","LINCOLN FEDERAL BCORP M H C","13","0","0","8","0","Lancaster","30700","Lincoln, NE","1/1/1906","8/2/1937","7/27/2020","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","www.lincolnfed.com","86990","1587","540","0","0","0","26","3921","16967","15506","0","0","0","45178","3265","0"
"14207","0","589943","1210169","LINCOLN SAVINGS BANK","Reinbeck","IA","50669","12/31/2021","5/18/2022","NM","508 Main St.","LINCOLN BCORP","17","0","0","4","0","Grundy","47940","Waterloo-Cedar Falls, IA","1/1/1902","3/26/1934","3/18/2020","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.mylsb.com","212051","2","0","10","683","8135","42045","13678","21851","500","1076","4165","5767","52890","61249","6240"
"8390","0","667551","1495788","LINCOLN STATE BANK","Hankinson","ND","58041","12/31/2021","5/18/2022","NM","302 Main Ave. S.","LINCOLN HOLDING CO","3","0","0","2","1","Richland","","","8/3/1903","1/1/1934","6/3/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.lsbhank.com","42180","0","21","0","0","7646","7428","4611","1104","0","0","327","629","16978","3436","0"
"57971","0","3376733","3802278","LINCOLNWAY COMMUNITY BANK","New Lenox","IL","60451","12/31/2021","5/18/2022","NM","1000 E. Lincoln Hwy.","LWCBANCORP INC","2","0","0","4","0","Will","16980","Chicago-Naperville-Elgin, IL-IN-WI","8/29/2005","8/29/2005","7/19/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.lwcbank.com","2027","0","0","0","0","0","0","0","0","0","1008","0","0","1019","0","1008"
"1073","0","185859","1095889","LINDELL BANK & TRUST COMPANY","St. Louis","MO","63139","12/31/2021","5/18/2022","SM","6900 Clayton Ave","FIRST ILLINOIS BCORP INC","16","0","1","4","1","Saint Louis","41180","St. Louis, MO-IL","1/1/1923","1/1/1934","4/10/2021","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.lindellbank.com","399545","0","1","15","41","4014","395474","0","0","0","0","0","0","0","0","0"
"6100","0","321152","1823550","LINEAGE BANK","Franklin","TN","37064","12/31/2021","5/18/2022","NM","120 5th Ave N","LINEAGE FINANCIAL NETWORK INC","2","0","0","4","0","Williamson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","2/5/1927","1/1/1934","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","http://www.lineagebank.com","17207","0","0","0","0","1714","1386","1644","5683","0","0","2484","491","2375","1430","0"
"29800","4107","133971","","LISLE SAVINGS BANK","Lisle","IL","60532","12/31/2021","5/18/2022","SB","1450 Maple","","4","0","0","8","0","Du Page","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1917","8/19/1954","11/1/2016","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://WWW.LISLEBANK.COM","260409","1921","2692","0","0","0","291","17627","15872","38292","1496","9116","19721","124267","29114","3999"
"11821","0","537551","1122301","LITTLE HORN STATE BANK","Hardin","MT","59034","12/31/2021","5/18/2022","NM","835 N. Ctr. Ave.","ANTLER LAND CO","2","0","0","2","0","Big Horn","","","1/1/1919","1/1/1934","4/25/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.littlehornstatebank.com","1523","130","147","0","0","19","0","0","10","0","0","0","114","688","415","0"
"58665","0","3650808","3884863","LIVE OAK BANKING COMPANY","Wilmington","NC","28403","12/31/2021","5/18/2022","NM","1757 Tiburon Dr.","LIVE OAK BANCSHARES INC","1","0","0","4","0","New Hanover","48900","Wilmington, NC","5/12/2008","5/12/2008","7/23/2015","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","0","www.liveoakbank.com","903550","1177","10116","23683","13996","241060","199443","59229","70312","0","7815","0","7180","269443","96","7815"
"24305","0","946555","4575047","LLANO NATIONAL BANK","Llano","TX","78643","12/31/2021","5/18/2022","N","1001 Ford St.","HILL COUNTRY BANCSHARES INC","4","0","0","8","0","Llano","","","1/17/1983","1/17/1983","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.llanonationalbank.com","140083","0","0","0","428","25695","11927","14337","6232","1385","519","1744","5736","43597","28483","1904"
"4398","11288","176642","2807007","LNB COMMUNITY BANK","Lynnville","IN","47619","12/31/2021","5/18/2022","NM","215 N. Main St.","LNB COMMUNITY BCORP","4","0","0","8","1","Warrick","21780","Evansville, IN-KY","9/1/1907","1/1/1934","1/3/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","1","www.lnbbanking.com","21012","0","0","0","0","0","0","0","0","251","1667","9144","9040","910","0","1918"
"19285","0","164331","1133259","LOGAN BANK & TRUST COMPANY","Logan","WV","25601","12/31/2021","5/18/2022","NM","43 Washington Ave.","LOGAN COUNTY BANCSHARES INC","6","0","0","7","0","Logan","","","11/24/1964","11/24/1964","12/5/2017","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","http://www.lbandt.com","156643","0","0","0","0","2234","32086","24266","17059","1421","317","5","1061","78194","0","820"
