cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,scrdebt,scpt3les,scpt3t12,scpt1t3,scpt3t5,scpt5t15,scptov15,sco3yles,scoov3y,scnm3les,scnm3t12,scnm1t3,scnm3t5,scnm5t15,scnmov15,sc1les
"5632","0","932642","","LOGAN COUNTY BANK","Scranton","AR","72863","12/31/2021","5/18/2022","NM","524 Main St.","","2","0","0","8","0","Logan","","","4/4/1926","1/1/1934","12/13/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","logancountybank.net","49645","0","0","0","130","3623","196","2664","2027","425","341","7422","13849","18968","0","766"
"4476","0","754246","1492282","LOGAN STATE BANK","Logan","IA","51546","12/31/2021","5/18/2022","SM","323 E. 7th St.","LOGAN BCORP INC","2","0","0","2","1","Harrison","36540","Omaha-Council Bluffs, NE-IA","12/1/1888","1/1/1934","3/29/2019","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Chicago","Western","Western","0","1","https://www.loganstatebank.com","295","0","0","0","0","0","0","0","0","0","0","0","0","295","0","0"
"29907","4312","918879","3848397","LOGANSPORT SAVINGS BANK","Logansport","IN","46947","12/31/2021","5/18/2022","NM","723 E. Broadway","LOGANSPORT FINANCIAL CORP","1","0","0","2","0","Cass","","","1/1/1925","4/25/1956","8/29/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.logansportsavings.com","82077","123","56","0","1465","3376","2137","599","2515","160","1137","3832","2751","33617","30309","1297"
"58324","0","3448162","","LONE STAR BANK","Houston","TX","77063","12/31/2021","5/18/2022","NM","2600 S. Gessner Rd.","","5","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","8/23/2006","8/23/2006","3/19/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.lsbtexas.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35015","0","2788656","","LONE STAR CAPITAL BANK, NATIONAL ASSOCIATION","San Antonio","TX","78232","12/31/2021","5/18/2022","N","150 N. Loop 1604 E.","","8","0","0","4","0","Bexar","41700","San Antonio-New Braunfels, TX","3/9/1999","3/9/1999","5/1/2021","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.lscb.com","156789","0","0","0","0","23761","15269","10749","16037","12103","283","530","17099","46220","14738","449"
"24347","0","842460","2325350","LONE STAR NATIONAL BANK","Pharr","TX","78577","12/31/2021","5/18/2022","N","206 W. Ferguson St.","LONE STAR NATL BANCSHARES--TEXAS","34","0","0","4","0","Hidalgo","32580","McAllen-Edinburg-Mission, TX","1/24/1983","1/24/1983","7/11/2018","Stock","0","1","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","http://www.lonestarnationalbank.com","895193","364","0","0","0","1188","523","154049","344049","8544","7334","25256","25440","247405","81041","75870"
"3116","0","3607062","3641767","LONE STAR STATE BANK OF WEST TEXAS","Lubbock","TX","79424","12/31/2021","5/18/2022","SM","6220 Milwaukee Ave","LONE STAR STATE BANCSHARES INC","5","0","0","4","1","Lubbock","31180","Lubbock, TX","8/9/1919","1/1/1934","4/10/2017","Stock","0","1","FED","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.lonestarwtx.com","76688","0","0","0","0","0","0","0","0","5758","5037","2845","62556","492","0","10795"
"1786","0","380533","1204618","LONGVIEW BANK","Ogden","IL","61859","12/31/2021","5/18/2022","NM","102 S. E. Ave.","LONGVIEW CAPITAL CORP","7","0","0","2","0","Champaign","16580","Champaign-Urbana, IL","9/1/1899","1/1/1934","5/3/2014","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.longviewbank.com","13743","0","0","0","0","0","0","0","0","1006","1525","2054","6311","2847","0","2527"
"16479","0","152431","1204618","LONGVIEW BANK AND TRUST","Chrisman","IL","61924","12/31/2021","5/18/2022","NM","121 S. Pennsylvania St.","LONGVIEW CAPITAL CORP","4","0","0","2","0","Edgar","","","8/11/1891","9/6/1946","7/23/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.longviewbt.com","29432","0","0","0","0","2423","1951","0","0","0","480","2894","12098","9586","0","480"
"15059","13513","109659","1133400","LOUISIANA NATIONAL BANK","Ruston","LA","71270","12/31/2021","5/18/2022","N","2001 N Trenton St","LOUISIANA BANCSHARES INC","10","0","0","4","1","Lincoln","","","3/20/1935","3/20/1935","5/1/2021","Stock","0","0","OCC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","www.ln.bank","4402","0","0","0","0","0","0","0","0","902","227","1713","1560","0","0","1129"
"21807","0","764151","","LOVELADY STATE BANK","Lovelady","TX","75851","12/31/2021","5/18/2022","NM","910 S Commerce St","","1","0","0","7","1","Houston","","","11/4/1974","11/4/1974","12/27/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.loveladystatebank.com","11523","0","1","5","0","0","0","0","0","0","162","4737","4391","2227","0","163"
"10202","0","457","1127016","LOWRY STATE BANK","Lowry","MN","56349","12/31/2021","5/18/2022","NM","400 Florence Ave.","FINANCIAL SERVICES LOWRY INC","1","0","0","4","1","Pope","","","10/4/1899","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.lowrystate.com","1514","0","0","0","0","0","0","0","0","0","0","1006","508","0","0","0"
"59182","0","5427684","","LOYAL TRUST BANK","Johns Creek","GA","30097","12/31/2021","5/18/2022","NM","11675 Medlock Bridge Rd","","1","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","11/18/2019","11/18/2019","11/18/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.loyaltrustbank.com","4473","0","0","0","0","0","1009","0","0","0","0","0","3464","0","0","0"
"253","10130","674849","1209211","LUANA SAVINGS BANK","Luana","IA","52156","12/31/2021","5/18/2022","NM","100 Harvest Dr.","LUANA BCORP","6","0","0","2","1","Clayton","","","8/1/1908","1/1/1934","3/26/2014","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","0","http://www.luanasavingsbank.com","393997","0","0","0","0","0","1110","0","0","4388","23652","90049","119413","93823","61562","28040"
"20568","15993","651121","","LUMBEE GUARANTY BANK","Pembroke","NC","28372","12/31/2021","5/18/2022","NM","403 E. 3rd St.","","15","0","0","7","0","Robeson","","","12/22/1971","12/22/1971","1/22/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","www.lumbeeguarantybank.com","227692","0","0","0","0","14870","28153","2311","18420","0","696","1418","3584","44275","113965","696"
"34058","12260","385686","3789986","LUSITANIA SAVINGS BANK","Newark","NJ","7105","12/31/2021","5/18/2022","SB","107 Pulaski St.","LUSITANIA FINANCIAL MHC","4","0","0","5","0","Essex","35620","New York-Newark-Jersey City, NY-NJ-PA","9/1/1995","9/1/1995","12/17/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.lusitaniabank.com","143905","584","2233","1","0","55343","7588","0","0","5000","7068","14912","17018","34158","0","0"
"8724","0","912550","1051353","LUSK STATE BANK","Lusk","WY","82225","12/31/2021","5/18/2022","SM","445 S. Main St","BANKERS CAPITAL CORP","1","0","0","2","1","Niobrara","","","5/26/1924","1/1/1934","3/2/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Kansas City","Western","West","0","1","http://www.luskstatebank.com","11217","0","0","0","0","0","0","0","0","0","0","0","3907","1216","6094","0"
"32178","7960","497570","3814208","LUTHER BURBANK SAVINGS","Santa Rosa","CA","95401","12/31/2021","5/18/2022","NM","500 3rd St.","LUTHER BURBANK CORP","14","0","1","4","0","Sonoma","42220","Santa Rosa, CA","1/1/1982","10/7/1983","12/16/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","0","www.lutherburbanksavings.com","651147","18633","18927","2955","0","92092","39084","21198","376917","81273","0","0","0","68","0","0"
"27727","179","901974","","LYONS FEDERAL BANK","Lyons","KS","67554","12/31/2021","5/18/2022","SA","200 E. Ave S.","","4","0","0","2","0","Rice","","","1/1/1913","12/6/1935","4/1/2017","Non-Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","WWW.LYONSFED.COM","6930","0","0","0","0","0","0","0","0","0","0","100","4090","1946","794","0"
"17388","0","1003839","1841732","M C BANK & TRUST COMPANY","Morgan City","LA","70380","12/31/2021","5/18/2022","NM","1201 Brashear Ave","M C BANCSHARES INC","10","0","0","4","0","Saint Mary","","","1/20/1955","1/20/1955","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.mcbt.com","75592","0","0","5","190","26664","15759","3145","7810","125","471","912","1541","12469","6501","596"
"35154","15731","2916534","","M.Y. SAFRA BANK, FSB","New York","NY","10022","12/31/2021","5/18/2022","SA","499 Park Ave.","","1","0","0","8","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","6/5/2000","6/5/2000","3/31/2014","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.mysafra.com","85893","0","0","0","0","9190","1262","0","0","53418","3565","15994","1958","506","0","23091"
"9797","0","666059","5115280","M1 BANK","Clayton","MO","63105","12/31/2021","5/18/2022","NM","112 S Hanley Rd","M1 BANCSHARES INC","3","0","0","4","0","Saint Louis","41180","St. Louis, MO-IL","5/15/1911","1/1/1934","11/11/2021","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.m1bank.net","34346","0","0","0","0","9828","19655","0","4863","0","0","0","0","0","0","0"
"14695","15895","34555","1133062","MA BANK","Macon","MO","63552","12/31/2021","5/18/2022","SM","1513 N. Missouri St.","MACON-ATLANTA BCORP INC","2","0","0","2","1","Macon","","","1/1/1893","8/24/1934","10/5/2020","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.mabank.com","135851","0","0","0","0","32616","0","394","0","4082","7934","34315","37151","19359","0","12016"
"10667","0","139553","2052777","MABREY BANK","Bixby","OK","74008","12/31/2021","5/18/2022","SM","14821 S. Memorial","MABREY BCORP INC","15","0","0","4","0","Tulsa","46140","Tulsa, OK","1/26/1924","1/1/1934","8/1/2020","Stock","0","1","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","https://www.mabreybank.com","358324","259","0","0","1537","73058","51459","2780","14674","3773","7654","10395","12603","158340","21792","9243"
"34618","16108","2634351","2634696","MACATAWA BANK","Holland","MI","49424","12/31/2021","5/18/2022","NM","10753 Macatawa Dr","MACATAWA BANK CORP","29","0","0","4","0","Ottawa","24340","Grand Rapids-Wyoming, MI","11/25/1997","11/25/1997","1/22/2015","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","www.macatawabank.com","553063","0","0","49","64","8779","9498","12439","55966","11081","42884","99319","173119","139865","0","40334"
"19531","9576","137205","2728577","MACHIAS SAVINGS BANK","Machias","ME","4654","12/31/2021","5/18/2022","SB","4 Ctr. St","MACHIAS BCORP MHC","15","0","0","4","0","Washington","","","3/5/1869","1/1/1966","5/1/2021","Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.MachiasSavings.com","415973","0","0","0","441","89748","162826","0","0","201","1079","33602","81661","46415","0","1279"
"6091","0","709639","1136577","MACON BANK AND TRUST COMPANY","Lafayette","TN","37083","12/31/2021","5/18/2022","NM","609 Red Boiling Springs Rd","MACON BANCTRUST INC","8","0","0","8","0","Macon","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","7/1/1919","1/1/1934","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","https://maconbankandtrust.com","276905","90","111","0","233","4980","20821","12288","29704","11836","246","2460","9469","100353","84314","247"
"31999","7715","385471","4441414","MADISON COUNTY BANK","Madison","NE","68748","12/31/2021","5/18/2022","SM","111 W. 3rd St.","MADISON COUNTY FINANCIAL INC","6","0","0","2","0","Madison","","","1/1/1888","1/28/1980","6/19/2017","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","Western","0","1","www.madisoncountybank.com","103889","0","0","0","0","0","0","0","0","1298","4087","4153","7537","56611","30203","5385"
"35056","0","2805928","3619702","MADISON COUNTY COMMUNITY BANK","Madison","FL","32340","12/31/2021","5/18/2022","NM","301 E Base St","MADISON CMTY BANCSHARES CORP","1","0","0","4","0","Madison","","","5/5/1999","5/5/1999","9/2/2020","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","http://www.mccbflorida.com","76622","324","421","0","0","9861","12235","1980","11246","6296","0","3","2988","9936","21332","251"
"19544","0","596455","1123616","MADISON VALLEY BANK","Ennis","MT","59729","12/31/2021","5/18/2022","NM","213 E. Main","JACKASS CREEK LAND&LIVESTOCK","5","0","0","4","1","Madison","","","6/21/1965","1/13/1966","10/29/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","http://www.madisonvalleybank.com","101050","0","0","0","0","18681","13468","907","0","0","4","376","10383","20188","37043","4"
"8120","10406","261146","1095843","MAGNOLIA BANK, INCORPORATED","Magnolia","KY","42757","12/31/2021","5/18/2022","NM","4910 S. L &n Turnpike","MAGNOLIA BANCSHARES INC","17","0","1","8","1","Larue","21060","Elizabethtown-Fort Knox, KY","11/4/1919","1/1/1934","4/29/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Louisville","St. louis","Central","Southeast","0","1","www.magnoliabank.com","142722","0","185","0","33","9088","0","0","0","38005","14959","21069","21772","37611","0","52964"
"22081","0","34434","1084016","MAGNOLIA STATE BANK","Bay Springs","MS","39422","12/31/2021","5/18/2022","NM","28 Hwy. 528","MAGNOLIA STATE CORP THE","8","0","0","4","1","Jasper","","","8/4/1975","8/4/1975","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","www.bankmagnolia.com","75523","2","23","175","820","26946","435","1014","3111","356","2256","10254","10684","19447","0","2274"
"877","14607","204237","2453936","MAGNOLIA STATE BANK","Eastman","GA","31023","12/31/2021","5/18/2022","NM","130 Oak St.","MAGNOLIA BANKSHARES INC","4","0","0","8","1","Dodge","","","1/2/1919","1/1/1934","9/10/2020","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","http://www.bankmsb.com","20370","11","21","0","377","5465","35","0","0","1","7493","3938","587","2442","0","7493"
"30704","5775","548771","3382846","MAGYAR BANK","New Brunswick","NJ","8903","12/31/2021","5/18/2022","SB","400 Somerset St.","MAGYAR BCORP INC","7","0","0","4","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1922","9/7/1954","12/31/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.magbank.com","78647","0","2640","1979","174","11170","26807","3685","11349","0","0","0","8498","12345","0","2065"
"7153","14309","521804","2367921","MAHOPAC BANK","Mahopac","NY","10541","12/31/2021","5/18/2022","NM","630 Rt. 6","TOMPKINS FINANCIAL CORP","14","0","0","4","0","Putnam","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1927","1/1/1934","1/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","","380081","0","0","0","3593","108364","39993","0","0","2016","4217","37980","40968","142950","0","6234"
"22086","0","430054","3365296","MAIN BANK","Albuquerque","NM","87110","12/31/2021","5/18/2022","NM","7300 Menaul Blvd, Ne","MAIN BANC INC","1","0","0","4","1","Bernalillo","10740","Albuquerque, NM","8/5/1975","8/5/1975","1/24/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Albuquerque","Kansas City","Western","West","0","1","http://www.main.bank","10964","0","0","0","0","0","0","0","0","0","2042","1017","3984","3921","0","2042"
"90235","16539","818401","3469354","MAIN STREET BANK","Marlborough","MA","1752","12/31/2021","5/18/2022","SB","81 Granger Blvd","MAIN STREET GROUP BANCSHARES MHC","10","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","4/3/1860","11/15/1985","5/1/2021","Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.bankmainstreet.com","250842","23","457","1917","3738","38397","84396","3574","6231","39305","1470","5516","8256","40518","17044","1227"
"57162","0","3034695","3178900","MAIN STREET BANK CORP.","Wheeling","WV","26003","12/31/2021","5/18/2022","NM","2001 Main St, # 100","MAIN STREET FINL SERVICES CORP","5","0","1","4","0","Ohio","48540","Wheeling, WV-OH","6/20/2001","6/20/2001","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Cleveland","Northeastern","Northeast","0","1","www.mymainstreetbank.bank","110959","20","50","4","0","786","895","0","0","0","0","16867","31579","41083","19675","0"
"17741","10536","499501","4902643","MAINE COMMUNITY BANK","Biddeford","ME","4005","12/31/2021","5/18/2022","SB","254 Main St","MAINE COMMUNITY BCORP MHC","11","0","0","4","0","York","38860","Portland-South Portland, ME","7/27/1867","4/4/1957","5/1/2021","Stock","0","1","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.mainecb.com","89775","0","0","393","0","22349","35480","7293","6944","0","0","1023","1348","7646","7299","0"
"57742","0","3248849","4977397","MAINSTREET BANK","Fairfax","VA","22030","12/31/2021","5/18/2022","SM","10089 Fairfax Blvd","MAINSTREET BANCSHARES INC","6","0","1","4","0","Fairfax City","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","5/26/2004","5/26/2004","12/18/2017","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.mstreetbank.com","117261","0","29","0","0","6583","17606","5752","912","27478","546","577","8949","18840","29989","21398"
