cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,NTRCDSM,NTRTMMED,IDcd3less,IDcd3t12s,IDcd1t3s,IDcdov3s,NTRTMLGJ,IDcd3les,IDcd3t12,Idcd1t3,IDcdov3
"12135","0","136655","1416617","THE LYNDON STATE BANK","Lyndon","KS","66451","12/31/2021","5/18/2022","NM","817 Topeka Ave.","CMJR INVESTMENTS INC","3","0","0","2","1","Osage","45820","Topeka, KS","8/1/1901","1/1/1934","7/21/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.lyndonstatebank.com","13658","3811","4618","7410","4565","876","2051","600","600","589","262"
"14952","0","796657","1056769","THE LYON COUNTY STATE BANK","Emporia","KS","66801","12/31/2021","5/18/2022","NM","902 Merchant St.","OTTAWA BANCSHARES INC","2","0","0","8","1","Lyon","","","6/27/1913","12/28/1934","7/12/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.mylcsb.com","11281","4142","2818","6648","4869","1087","1128","0","526","602","0"
"7151","13866","323204","1246476","THE LYONS NATIONAL BANK","Lyons","NY","14489","12/31/2021","5/18/2022","N","35 Williams St.","LYONS BCORP INC","16","0","0","4","0","Wayne","40380","Rochester, NY","1/1/1865","1/1/1934","6/2/2010","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.bankwithlnb.com","73096","50552","31400","79264","11222","1763","66891","14232","44335","8324","0"
"15501","0","830252","","THE LYTLE STATE BANK OF LYTLE, TEXAS","Lytle","TX","78052","12/31/2021","5/18/2022","NM","14631 S. Fm 2790 W.","","1","0","0","7","0","Atascosa","41700","San Antonio-New Braunfels, TX","9/14/1910","6/10/1937","3/9/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.lytlestatebank.com","4760","9521","4286","9613","381","0","1280","341","939","0","0"
"14644","10787","906241","1099980","THE MALVERN NATIONAL BANK","Malvern","AR","72104","12/31/2021","5/18/2022","N","501 S. Main St.","MNB BANCSHARES INC","15","0","0","4","1","Hot Spring","","","1/1/1934","8/7/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","www.mnbbank.com","47362","42806","24079","44346","17068","4675","19306","4619","13150","1035","502"
"9860","0","513920","2375449","THE MARBLEHEAD BANK","Marblehead","OH","43440","12/31/2021","5/18/2022","SM","709 W. Main St.","MARBLEHEAD BCORP","3","0","0","7","0","Ottawa","45780","Toledo, OH","3/6/1907","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.marbleheadbank.com","4036","1204","932","3388","744","176","552","0","0","552","0"
"8576","0","441359","1099814","THE MARIES COUNTY BANK","Vienna","MO","65582","12/31/2021","5/18/2022","NM","205 Hwy. 63 N","MARIES COUNTY BCORP INC","12","0","0","2","0","Maries","","","8/17/1900","1/1/1934","7/1/2020","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.mariescountybank.com","49427","31625","19745","27718","26549","7040","26297","9488","11022","4359","1428"
"4728","0","167752","2857552","THE MARION NATIONAL BANK","Marion","KS","66861","12/31/2021","5/18/2022","N","302 E. Main St.","MARION BANCSHARES INC","1","0","0","2","0","Marion","","","1/1/1905","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","http://www.bankwithmnb.com","1205","104","294","654","205","156","1874","520","1355","0","0"
"35394","15930","2881445","","THE MASSMUTUAL TRUST COMPANY","Windsor","CT","6095","12/31/2021","5/18/2022","SA","200 Great Pond Dr","","1","0","0","7","0","Hartford","25540","Hartford-West Hartford-East Hartford, CT","1/12/2000","1/12/2000","10/4/2021","Stock","0","1","OCC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","0","www.massmutualtrust.com","0","0","0","0","0","0","50500","0","25000","25500","0"
"314","0","741956","","THE MER ROUGE STATE BANK","Mer Rouge","LA","71261","12/31/2021","5/18/2022","NM","102 Davenport Ave","","1","0","0","2","0","Morehouse","33740","Monroe, LA","1/1/1903","1/1/1934","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","www.merrougebank.com","5036","6650","4946","6114","543","84","301","301","0","0","0"
"12231","15976","867258","5060915","THE MERCANTILE BANK OF LOUISIANA, MISSOURI","Louisiana","MO","63353","12/31/2021","5/18/2022","NM","222 Georgia St.","NORTHEAST MO BANCSHARES INC","1","0","0","2","1","Pike","","","1/29/1880","1/1/1934","2/19/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.mercbk.com","9079","5787","7632","5502","1732","0","1876","726","300","850","0"
"183","0","784430","5586321","THE MERCHANTS & CITIZENS BANK","Mcrae","GA","31055","12/31/2021","5/18/2022","NM","6 College St.","M&C BANCSHARES INC","1","0","0","7","0","Telfair","","","2/23/1929","1/1/1934","2/15/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","http://www.merchantsandcitizensbank.com","11814","19279","9697","20049","1347","0","4819","1684","3135","0","0"
"107","0","691042","1099252","THE MERCHANTS & PLANTERS BANK","Clarendon","AR","72029","12/31/2021","5/18/2022","NM","297 Madison St","CLARENDON HOLDING CO","1","0","0","7","0","Monroe","","","1/1/1890","1/1/1934","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","","3929","2218","2300","3581","265","0","1022","1022","0","0","0"
"8259","11134","963954","1917918","THE MERCHANTS AND FARMERS BANK OF SALISBURY","Salisbury","MO","65281","12/31/2021","5/18/2022","NM","507 N Weber Ave","WIDMER BANCSHARES INC","4","0","0","2","1","Chariton","","","9/7/1903","1/1/1934","6/3/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","Kansas City","Western","West","0","1","https://www.merchantsandfarmers.net","11404","5767","5627","7185","2581","1778","1995","317","1678","0","0"
"6605","10841","701222","2485487","THE MERCHANTS NATIONAL BANK","Hillsboro","OH","45133","12/31/2021","5/18/2022","N","100 N. High St.","MERCHANTS BCORP INC","17","0","0","4","0","Highland","","","12/25/1879","1/1/1934","12/31/2021","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.merchantsnat.com","98765","51560","34990","71493","33418","10424","24729","5791","12450","5528","960"
"16167","12956","533227","1133204","THE METAMORA STATE BANK","Metamora","OH","43540","12/31/2021","5/18/2022","SM","120 E. Main St.","METAMORA BCORP INC","3","0","0","8","0","Fulton","45780","Toledo, OH","5/25/1944","7/1/1944","11/7/2012","Stock","0","0","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.metamorabank.com","6834","3905","2041","2295","4368","2035","4653","0","1910","2470","273"
"13716","14288","177920","1398740","THE MIDDLEFIELD BANKING COMPANY","Middlefield","OH","44062","12/31/2021","5/18/2022","NM","15985 E. High St.","MIDDLEFIELD BANC CORP","16","0","0","4","0","Geauga","17460","Cleveland-Elyria, OH","3/15/1902","1/20/1934","1/13/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","http://www.middlefieldbank.bank","85241","86612","26092","100222","33868","11671","26921","8224","9527","8267","903"
"16101","7458","258306","","THE MILFORD BANK","Milford","CT","6460","12/31/2021","5/18/2022","SB","33 Broad St","","8","0","0","4","0","New Haven","35300","New Haven-Milford, CT","1/1/1872","11/17/1943","5/1/2021","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","www.milfordbank.com","26170","11723","12496","16939","6994","1464","10868","9714","1154","0","0"
"59176","0","5448915","","THE MILLYARD BANK","Nashua","NH","3062","12/31/2021","5/18/2022","NM","57 Northeastern Blvd","","1","0","0","4","0","Hillsborough","31700","Manchester-Nashua, NH","11/21/2019","11/21/2019","5/1/2021","Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.millyardbank.com","689","17321","5867","10074","2069","0","0","0","0","0","0"
"5141","13578","43856","","THE MINERS NATIONAL BANK OF EVELETH","Eveleth","MN","55734","12/31/2021","5/18/2022","N","401 Grant Ave.","","1","0","0","8","0","Saint Louis","20260","Duluth, MN-WI","10/10/1903","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.mnbeveleth.com","2615","2042","1770","2429","457","0","2544","2544","0","0","0"
"10928","9864","255350","2962344","THE MINERS STATE BANK","Iron River","MI","49935","12/31/2021","5/18/2022","NM","312 W. Genesee St.","MSB BANKSHARES INC","6","0","0","4","0","Iron","","","1/1/1932","1/1/1934","8/7/2009","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","0","1","http://www.theminersstatebank.com","14376","15758","4109","15553","10057","415","3465","1016","2196","254","0"
"58764","0","3821626","5005626","THE MINT NATIONAL BANK","Kingwood","TX","77339","12/31/2021","5/18/2022","N","1213 Kingwood Dr.","MINT HOLDINGS INC THE","1","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","1/5/2009","1/5/2009","1/16/2009","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","https://www.themint.bank","32826","98602","23821","63031","33014","11562","38764","8590","25541","4633","0"
"14036","0","309150","1138393","THE MISSOURI BANK","Warrenton","MO","63383","12/31/2021","5/18/2022","SM","104 N. Hwy. 47","WARREN COUNTY BANCSHARES INC","8","0","0","4","1","Warren","41180","St. Louis, MO-IL","1/1/1934","3/10/1934","4/4/2020","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.themissouribank.com","34018","14661","8891","18313","16020","5455","5618","2476","1314","1437","391"
"292","13745","266945","1097922","THE MONTICELLO BANKING COMPANY","Monticello","KY","42633","12/31/2021","5/18/2022","SM","50 N Main St","MONTICELLO BANKSHARES INC","19","0","0","4","0","Wayne","","","1/1/1895","1/1/1934","1/28/2021","Stock","0","1","FED","DIF","Chicago","CHICAGO","Lexington","St. louis","Central","Southeast","0","1","https://www.mbcbank.com","84777","88984","24266","85167","54783","9545","73488","8532","46984","15282","2689"
"3210","0","253356","1107522","THE MOODY NATIONAL BANK","Galveston","TX","77550","12/31/2021","5/18/2022","N","2302 Post Office","MOODY BANCSHARES INC","15","0","0","4","0","Galveston","26420","Houston-The Woodlands-Sugar Land, TX","1/1/1907","1/1/1934","8/5/2016","Stock","0","1","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","0","http://www.moodybank.com","27496","56316","19782","46421","15995","1614","171595","99322","61246","11028","0"
"32907","11195","1826382","1208595","THE MORRIS PLAN COMPANY OF TERRE HAUTE, INC.","Terre Haute","IN","47808","12/31/2021","5/18/2022","NM","817 Wabash Ave.","FIRST FINANCIAL CORP","1","0","0","6","0","Vigo","45460","Terre Haute, IN","7/27/1962","3/23/1990","8/15/2007","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","0","","22841","42474","6405","27829","23390","7691","14098","3454","4253","5073","1318"
"9438","0","274025","2266873","THE MT. VICTORY STATE BANK","Mount Victory","OH","43340","12/31/2021","5/18/2022","NM","103 S Main St","VICTORY BANCSHARES INC","1","0","0","8","0","Hardin","","","9/14/1929","1/1/1934","12/8/2011","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.mtvictorybank.com","1181","1163","1002","688","640","14","1278","0","508","770","0"
"10678","9219","141211","1364035","THE MUNCY BANK AND TRUST COMPANY","Muncy","PA","17756","12/31/2021","5/18/2022","NM","2 N Main St.","MUNCY BANK FINANCIAL INC","9","0","0","4","0","Lycoming","48700","Williamsport, PA","11/1/1893","1/1/1934","3/1/2021","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","http://www.muncybank.com","57017","46124","27150","47956","24656","3379","50887","11500","34324","5063","0"
"35161","15834","2819242","3832592","THE MURRAY BANK","Murray","KY","42071","12/31/2021","5/18/2022","SA","405 S. 12th St.","BANCKENTUCKY INC","3","0","0","8","1","Calloway","","","6/15/1999","6/15/1999","8/1/2021","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Southeast","0","1","www.themurraybank.com","35152","31332","13494","22423","16945","13622","11597","1223","3249","3142","3983"
"10101","0","944047","1210525","THE NAPOLEON STATE BANK","Napoleon","IN","47034","12/31/2021","5/18/2022","NM","8912 N Ushwy 421","NAPOLEON BCORP","7","0","0","2","0","Ripley","","","12/9/1903","1/1/1934","1/1/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","http://www.napoleonstatebank.com","42826","39860","8445","33821","27867","12554","12970","2444","7860","2361","305"
"6728","0","290922","","THE NATIONAL BANK OF ADAMS COUNTY OF WEST UNION","West Union","OH","45693","12/31/2021","5/18/2022","N","28 N. Market","","1","0","0","2","1","Adams","","","4/28/1928","1/1/1934","12/31/2021","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","http://www.nbaconline.com","13631","5340","2991","6432","7737","1811","3900","2000","1900","0","0"
"17603","14211","488653","2348087","THE NATIONAL BANK OF ANDREWS","Andrews","TX","79714","12/31/2021","5/18/2022","N","1501 N. Main St.","ANDREWS BANCSHARES INC","4","0","0","4","1","Andrews","","","11/12/1945","5/18/1956","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.nbabankonline.com","4002","7784","4503","6260","967","57","6265","3934","2331","0","0"
"6821","0","754929","1139925","THE NATIONAL BANK OF BLACKSBURG","Blacksburg","VA","24060","12/31/2021","5/18/2022","N","100 S. Main St.","NATIONAL BANKSHARES INC","24","0","0","4","0","Montgomery","13980","Blacksburg-Christiansburg-Radford, VA","1/1/1891","1/1/1934","5/26/2006","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.nbbank.com","41704","22664","11280","42203","5542","5343","14600","454","10768","505","2873"
"7018","0","234506","5333404","THE NATIONAL BANK OF COXSACKIE","Coxsackie","NY","12051","12/31/2021","5/18/2022","N","3-7 Reed St.","NBC BCORP INC","8","0","0","8","0","Greene","","","1/1/1852","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.nbcoxsackie.com","9422","5211","2969","8189","3475","0","802","0","802","0","0"
"33860","13754","2132941","2149622","THE NATIONAL BANK OF INDIANAPOLIS","Indianapolis","IN","46204","12/31/2021","5/18/2022","N","107 N. Pennsylvania St.","NATIONAL BK INPOLIS CORP","13","0","0","4","0","Marion","26900","Indianapolis-Carmel-Anderson, IN","12/8/1993","12/8/1993","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","http://www.nbofi.com","24831","29710","18507","25471","7848","2715","26662","13487","4395","8135","645"
"7590","0","977616","2409755","THE NATIONAL BANK OF MALVERN","Malvern","PA","19355","12/31/2021","5/18/2022","N","King &warren St.","MALVERN BANK CORP","2","0","0","4","0","Chester","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","4/7/1884","1/1/1934","9/16/2010","Stock","0","1","OCC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","http://www.natbankmal.com","6343","10639","3868","7495","4381","1238","3046","0","1892","858","295"
"6275","9067","173306","1136214","THE NATIONAL BANK OF MIDDLEBURY","Middlebury","VT","5753","12/31/2021","5/18/2022","N","30 Main St","MIDDLEBURY NATIONAL CORP","7","0","0","5","0","Addison","","","11/9/1831","1/1/1934","5/1/2021","Stock","0","1","OCC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","nbmvt.com","19642","8939","5520","14798","6992","1271","1161","0","1161","0","0"
"21329","0","406059","1133026","THE NATIONAL BANK OF TEXAS AT FORT WORTH","Fort Worth","TX","76106","12/31/2021","5/18/2022","N","2535 N.E. 28th St.","HORIZON BANKSHARES INC","4","0","0","4","0","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","11/29/1973","11/29/1973","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.nbt.bank","10112","14164","10609","10926","2661","80","58973","24032","22238","12703","0"
"2093","0","791821","5581607","THE NATIONAL CAPITAL BANK OF WASHINGTON","Washington","DC","20003","12/31/2021","5/18/2022","N","316 Pennsylvania Ave, S.E.","NATIONAL CAPITAL BCORP INC","4","0","1","4","0","District Of Columb","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","8/30/1889","1/1/1934","6/21/2018","Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.nationalcapitalbank.com","10514","12290","8079","11746","2979","0","14357","4298","7614","2445","0"
"2608","12246","863607","1115406","THE NATIONAL GRAND BANK OF MARBLEHEAD","Marblehead","MA","1945","12/31/2021","5/18/2022","N","91 Pleasant St","GRAND BANK CORP","2","0","0","5","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1831","1/1/1934","5/1/2021","Stock","0","1","OCC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","ngbank.com","12504","7774","5756","10568","2702","1252","10582","2771","6384","0","1427"
"2496","11090","1008209","2606693","THE NATIONAL IRON BANK","Salisbury","CT","6068","12/31/2021","5/18/2022","N","195 Main St","IRON BANCSHARES INC","4","0","0","5","1","Litchfield","","","8/17/1847","1/1/1934","5/1/2021","Stock","0","0","OCC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","http://WWW.IRONBANK.COM","13369","7952","4350","11566","3253","2152","7754","2288","4506","316","644"
