cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"29510","3575","321273","5535301","AFFINITY BANK","Covington","GA","30014","12/31/2021","5/18/2022","SA","3175 Hwy. 278","AFFINITY BANCSHARES INC","3","0","0","4","0","Newton","12060","Atlanta-Sandy Springs-Roswell, GA","1/1/1928","1/20/1947","5/7/2021","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.newtonfederal.com","96","789797","82993","66754","48557","28783","575749","8583","0","3492","3538","18749","27936","789797","686610","626377","420858","626377","77.4012796608005","0","0","54433","0","5800","103187","103187","0","0","88935","14252","0","6975","0","1555","719843","379417","803515.4","789760.5","621328","776747","15377","15377","0","0","38129","363","48988","0","69556","83662","7776","69556","0"
"35267","14939","2909330","","AIG FEDERAL SAVINGS BANK","Wilmington","DE","19809","12/31/2021","5/18/2022","SA","503 Carr Rd, # 130","","1","0","0","5","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/15/2000","5/15/2000","12/15/2014","Stock","0","1","OCC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","","10","39404","877","0","37872","0","0","0","0","171","0","0","484","39404","1243","500","500","500","50","0","0","0","0","743","38161","38161","0","0","32008","6153","0","0","0","3","37872","20082","38233","39098","0","37872","0","0","0","0","500","0","0","0","0","37094","0","0","0"
"35314","0","2877484","3047583","ALAMERICA BANK","Birmingham","AL","35205","12/31/2021","5/18/2022","NM","2170 Highland Ave.","ALAMERICA BANCCORP INC","1","0","0","4","1","Jefferson","13820","Birmingham-Hoover, AL","1/28/2000","1/28/2000","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://alamericabank.com","8","16036","6362","5428","1916","0","6972","185","0","62","488","0","236","16036","13674","13536","11395","13536","91.6795865633075","0","0","0","0","138","2362","2362","0","1","9999","-7638","0","687","0","29","14316","2783","15817","15738","9507","15246","0","0","0","0","1195","806","0","0","1438","2376","120","1438","0"
"13947","0","869953","1061222","ALAMOSA STATE BANK","Alamosa","CO","81101","12/31/2021","5/18/2022","NM","2225 Main St.","ALAMOSA BCORP LTD","2","0","0","2","1","Alamosa","","","3/1/1907","2/23/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.alamosastatebank.com","32","362872","96903","88125","108207","0","148296","1554","0","1929","213","0","7324","362872","332688","331863","243657","331863","51.3244125188696","0","0","0","0","825","30184","30184","0","300","300","29584","0","8","0","1757","344628","97646","345418","369173.5","173585","363944","5025","5025","0","0","19533","11714","0","0","20772","30856","1554","20772","0"
"17230","0","2732","1208933","ALBANY BANK AND TRUST COMPANY NATIONAL ASSOCIATION","Chicago","IL","60625","12/31/2021","5/18/2022","N","3400 W. Lawrence Ave.","ALBANK CORP","4","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/27/1953","6/27/1953","6/30/2019","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.albanybank.com","60","733036","202701","185323","46400","0","475448","5066","0","2868","0","1112","4507","733036","626779","625777","427432","625777","51.3524393107535","0","0","0","0","1002","106257","106257","0","0","5789","100468","0","1968","0","1598","707171","33891","700120","717693","0","711662","0","0","0","0","102549","31155","0","0","82440","105085","0","82440","0"
"17622","12071","388744","","ALDEN STATE BANK","Alden","MI","49612","12/31/2021","5/18/2022","NM","Coy &helena St.","","4","0","0","4","0","Antrim","","","1/1/1934","6/22/1956","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","http://www.aldenbank.com","39","292309","122599","93084","24476","0","132824","4799","0","3508","0","0","8902","292309","263988","263122","185266","263122","77.8531906484662","0","0","0","0","866","28321","28321","0","1560","14538","12223","0","265","0","258","250384","46471","273728.8","291725.5","0","285868","7002","7002","0","0","13738","220","0","0","32421","27759","0","32421","0"
"9831","0","414102","","ALDEN STATE BANK","Alden","NY","14004","12/31/2021","5/18/2022","SM","13216 Broadway","","3","0","0","4","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","10/5/1916","1/1/1934","5/1/2009","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","WWW.ALDENSTATE.COM","64","442932","36022","31793","92151","2923","294892","4312","0","4305","85","0","12554","442932","391578","390243","232682","390243","76.6498749590029","0","0","0","0","1335","51354","51354","0","263","1000","50091","0","6986","0","1181","421759","99056","459777","456703","290149","459697","9778","7079","0","2699","16894","588","0","0","39934","51354","3635","39934","0"
"3931","10999","933256","2067007","ALERUS FINANCIAL, NATIONAL ASSOCIATION","Grand Forks","ND","58201","12/31/2021","5/18/2022","N","401 Demers Ave.","ALERUS FINANCIAL CORP","16","0","1","4","0","Grand Forks","24220","Grand Forks, ND-MN","9/30/1933","1/1/1934","1/16/2016","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.alerus.com","812","3390640","242311","222097","1205710","0","1772938","31572","0","22010","855","53620","93196","3390640","3048412","3002304","1981711","3002304","36.9083049109721","0","0","0","0","46108","342228","342228","0","4100","85056","253072","0","2197","0","8522","3200745","1638523","3176323.4","3282039","2145300","3300971","33156","29343","0","3813","91522","1396","0","46490","668115","297453","26875","668115","287298"
"13080","0","585235","1201989","ALGONQUIN STATE BANK","Algonquin","IL","60102","12/31/2021","5/18/2022","NM","2400 Huntington Dr. N.","FIRST ALGONQUIN CO","4","0","0","8","1","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/3/1902","1/1/1934","11/27/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.algonquinstatebank.com","24","160984","12379","11517","58905","0","82453","638","0","2293","0","496","4458","160984","144409","144182","101160","144182","81.4216063638696","0","0","0","0","227","16575","16575","0","300","8696","7579","0","0","0","629","152875","64478","157037.4","159183.5","0","157329","3551","3551","0","0","1419","1290","0","0","31132","16485","0","31132","0"
"20093","16002","25357","","ALL AMERICA BANK","Oklahoma City","OK","73128","12/31/2021","5/18/2022","NM","200 S. Rockwell Ave.","","7","0","0","2","1","Oklahoma","36420","Oklahoma City, OK","12/22/1969","12/22/1969","6/28/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","https://www.allamerica.bank","111","463813","5685","748","59503","87","382756","5901","0","5329","101","1319","9033","463813","416647","416396","331446","416396","86.7990673841374","0","0","0","0","251","47166","47166","0","1608","36907","8651","0","4417","0","4196","443094","112941","463755.8","463877.5","386769","474550","0","0","0","0","10484","437","0","0","58849","45379","4848","58849","0"
"58629","0","3579589","3744239","ALLEGIANCE BANK","Houston","TX","77040","12/31/2021","5/18/2022","NM","8727 W. Sam Houston Pkwy. N.","ALLEGIANCE BANCSHARES INC","27","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","10/15/2007","10/15/2007","2/2/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.allegiancebank.com","594","7096226","753123","729162","1773765","0","4172546","47940","0","53512","3598","238300","101382","7096226","6273201","6102045","3804557","6102045","39.9207588535923","0","0","90000","39875","41281","823025","823025","0","3219","587586","232220","0","24127","4428","33393","6675473","1664441","6563613.4","6923868","4484911","6673598","28240","22015","0","6225","693347","1551","90000","0","1091547","566483","93113","1091547","0"
"197","9807","493741","1138405","ALLIANCE BANK","Francesville","IN","47946","12/31/2021","5/18/2022","NM","101 W. Montgomery St.","ALLIANCE BCORP","7","0","0","2","1","Pulaski","","","7/3/1930","1/1/1934","8/17/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.myalliancebank.com","67","390346","14151","1998","170798","19018","165504","3970","0","2702","0","2700","15473","390346","342820","324649","241913","324649","83.6266982053154","13654","0","0","0","4517","47526","47526","0","800","15342","31384","0","295","0","2910","357318","188907","377683.2","387394","253806","375045","10267","8001","83","2183","16699","579","0","173","40023","43551","3182","40023","0"
"11569","10383","176464","2127068","ALLIANCE BANK","Sulphur Springs","TX","75482","12/31/2021","5/18/2022","NM","100 Jefferson St W","ALLIANCE BANCSHARES INC","17","0","0","4","1","Hopkins","","","6/16/1927","1/1/1934","4/22/2020","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","alliancebank.com","214","1340200","42809","23515","584783","5000","641919","8915","0","13450","0","18779","33460","1340200","1214242","1171005","824072","1171005","64.0150869254281","36278","0","0","0","6959","125958","125958","0","2500","66291","57167","0","1692","0","4381","1255217","873518","1272664.8","1327885","813911","1305292","22703","22703","0","0","54562","10730","0","674","198091","107462","8915","198091","0"
"34930","0","2694944","2695727","ALLIANCE BANK","Topeka","KS","66614","12/31/2021","5/18/2022","NM","3001 S.W. Wanamaker Rd.","NEW MILLENNIUM BANKSHARES INC","2","0","0","4","0","Shawnee","45820","Topeka, KS","9/3/1998","9/3/1998","2/20/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.alliancebankks.com","21","146216","47293","45204","13842","0","82237","1463","0","1424","228","0","1192","146216","131985","129427","73502","129427","70.5946421950315","2319","0","0","0","239","14231","14231","0","3000","3000","8231","0","333","0","266","141283","31971","138349","140655","0","145242","0","0","0","0","8693","2755","0","0","15120","14316","0","15120","0"
"12511","11730","21658","1126082","ALLIANCE BANK","Mondovi","WI","54755","12/31/2021","5/18/2022","NM","245 S. Eau Claire St.","GEBSCO INC","5","0","0","2","1","Buffalo","","","1/1/1900","1/1/1934","10/1/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.alliancebank.us","44","222330","11764","5564","90176","71","112380","2296","0","1889","174","0","5876","222330","201695","194765","174148","194765","90.2214022140221","0","0","5393","0","1537","20635","20635","0","100","4157","16378","0","833","0","737","208191","43371","214836.8","219875","0","222223","3640","3056","0","584","5495","766","5393","0","14299","20900","0","14299","547"
"34566","0","2619714","3253629","ALLIANCE BANK","Cape Girardeau","MO","63701","12/31/2021","5/18/2022","NM","217 N. Kingshighway","ALLIANCE BANCSHARES INC","5","0","0","2","0","Cape Girardeau","16020","Cape Girardeau, MO-IL","10/23/1997","10/23/1997","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.alliancebanking.com","67","309955","8293","1342","22730","0","252221","3920","0","10594","0","0","16117","309955","269336","256218","205336","256218","83.252490644231","0","0","11000","0","2118","40619","40619","0","3478","19154","17987","0","603","0","2212","276293","44906","307455.2","311733","0","313454","7114","7114","0","0","13781","14090","11000","0","56209","40804","0","56209","2244"
"10973","12291","166652","1127146","ALLIANCE BANK","Lake City","MN","55041","12/31/2021","5/18/2022","NM","105 E. Lyon Ave.","ALLIANCE FINL SERVICES INC","6","0","0","4","0","Wabasha","40340","Rochester, MN","1/1/1867","1/1/1934","9/4/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.alliancebanks.com","115","781244","149311","141544","114348","0","498872","10044","0","6833","0","3636","8244","781244","703006","683784","424836","683784","64.6218424123781","6299","0","8000","0","4923","78238","78238","0","500","45892","31846","0","1494","0","2744","754764","168065","768258.6","777856","606606","787361","410","410","0","0","56468","54","8000","0","152428","77023","7613","152428","1040"
"57733","0","3276543","5216570","ALLIANCE BANK & TRUST COMPANY","Gastonia","NC","28054","12/31/2021","5/18/2022","NM","292 W. Main Ave","PBD HOLDINGS LLC","4","0","0","4","0","Gaston","16740","Charlotte-Concord-Gastonia, NC-SC","9/8/2004","9/8/2004","2/4/2019","Stock","0","0","FDIC","DIF","Atlanta","DALLAS","Charlotte","Richmond","Northeastern","Southeast","0","1","WWW.ALLIANCEBANKNC.COM","35","230246","59591","58143","15298","0","148302","1702","0","3536","0","0","3519","230246","214646","214436","142900","214436","59.8845370055167","0","0","0","0","210","15600","15600","0","18543","16670","-19613","0","1004","0","406","221743","32595","212122.8","228532","158294","232408","2009","2009","0","0","2149","3179","0","0","17681","15539","1702","17681","0"
"15657","0","601658","3615441","ALLIANCE BANK CENTRAL TEXAS","Woodway","TX","76712","12/31/2021","5/18/2022","NM","191 Archway Dr.","ABCT HOLDINGS INC","5","0","0","4","0","Mclennan","47380","Waco, TX","3/16/1939","3/20/1939","10/20/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","https://www.alliancebanktexas.com","67","502823","68239","63816","62348","4382","345630","4276","0","12075","0","2076","8073","502823","449015","448658","315678","448658","46.7037220227256","0","0","0","0","357","53808","53808","0","500","40754","12554","0","272","0","758","476176","79507","435100.8","474937","356705","476134","5316","5316","0","0","50756","2576","0","0","115770","52045","4276","115770","0"
"9631","0","924937","1406971","ALLIANCE COMMUNITY BANK","Petersburg","IL","62675","12/31/2021","5/18/2022","NM","321 N 6th St","AC BCORP INC","5","0","0","2","1","Menard","44100","Springfield, IL","5/18/1910","1/1/1934","10/1/2021","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.bankacb.com","63","363292","24373","22211","141153","1544","171192","1295","0","4031","172","8557","12270","363292","324966","322248","256038","322248","88.1918178010146","0","0","1000","0","1718","38326","38326","0","300","25535","12491","0","1841","0","1860","336100","155863","332886.6","348277.5","201655","358562","8988","8988","0","0","5771","4017","1000","259","21073","29869","1295","21073","0"
"1946","11748","35057","2352253","ALLIANT BANK","Madison","MO","65263","12/31/2021","5/18/2022","NM","101 E. Broadway","NEMO BANCSHARES INC","5","0","0","2","1","Monroe","","","2/20/1888","1/1/1934","1/25/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.alliantbank.com","49","200773","35237","27651","13881","0","142011","1962","0","3583","0","889","5172","200773","181943","181573","116809","181573","77.9989782297006","0","0","0","0","370","18830","18830","0","500","6361","11969","0","259","0","797","183543","90171","194548","199383.5","126171","205827","2842","2105","0","737","3379","0","0","11248","17238","18743","1582","17238","3520"
